cell_id,x_m,y_m,z_m,volume_m3,overset_cell_type,zone_id,U_x_m_per_s,U_y_m_per_s,U_z_m_per_s,T_K,p_Pa,rho_kg_per_m3,k_m2_per_s2,epsilon_m2_per_s3,nut_m2_per_s,alphat_kg_per_m_s
3569,2.475,0.0,-0.03333335,0.0003333335,0,0,0.435001399658,0.0,0.00583399022314,301.442089945,100000.014197,1.15307999681,0.0117657200526,0.00332057914562,0.00375202475403,0.00432638469142
3570,2.525,0.0,-0.03333335,0.0003333335,0,0,0.443398210163,0.0,0.00543433548176,301.430941363,100000.013637,1.15312263762,0.0114509959854,0.00319669151973,0.00369171618288,0.00425700150217
3571,2.575,0.0,-0.03333335,0.0003333335,0,0,0.451491838873,0.0,0.00505431314886,301.420151752,100000.013091,1.15316390842,0.0111517674998,0.00308031110915,0.00363358513365,0.00419011923429
3572,2.625,0.0,-0.03333335,0.0003333335,0,0,0.459300788952,0.0,0.00469515622802,301.409696298,100000.012564,1.15320390388,0.010866538002,0.00297106717001,0.00357694650615,0.00412494867487
3573,2.675,0.0,-0.03333335,0.0003333335,0,0,0.466841250025,0.0,0.00435790605142,301.399553782,100000.012059,1.15324270497,0.010593851129,0.0028686767766,0.00352102106424,0.00406059185639
3574,2.725,0.0,-0.03333335,0.0003333335,0,0,0.474127218183,0.0,0.00404345130324,301.389706621,100000.011578,1.15328037878,0.0103322789358,0.00277294131667,0.00346492688569,0.00399603219117
3575,2.775,0.0,-0.03333335,0.0003333335,0,0,0.481170637673,0.0,0.00375252448238,301.380140902,100000.011124,1.15331697832,0.0100804244026,0.00268374325286,0.00340768292293,0.00393013857174
3576,2.825,0.0,-0.03333335,0.0003333335,0,0,0.48798155911,0.0,0.00348568371285,301.370846414,100000.010696,1.15335254249,0.00983692855763,0.00260104292937,0.00334822028963,0.00386167838386
3577,2.875,0.0,-0.03333335,0.0003333335,0,0,0.494568317178,0.0,0.00324329209758,301.361816642,100000.010296,1.15338709603,0.00960048001209,0.0025248751328,0.00328540186954,0.0037893401216
3578,2.925,0.0,-0.03333335,0.0003333335,0,0,0.500937730042,0.0,0.00302550080563,301.353048724,100000.009924,1.15342064972,0.00936982682798,0.00245534507635,0.00321805232465,0.00371176800313
3579,2.975,0.0,-0.03333335,0.0003333335,0,0,0.507095323319,0.0,0.00283223855866,301.344543334,100000.009577,1.15345320078,0.00914379079611,0.00239262347563,0.00314500045148,0.00362761083721
3580,3.025,0.0,-0.03333335,0.0003333335,0,0,0.513045580498,0.0,0.00266320925229,301.336304493,100000.009254,1.15348473363,0.00892128420054,0.00233694027568,0.00306513526912,0.00353558673944
3581,3.075,0.0,-0.03333335,0.0003333335,0,0,0.518792218145,0.0,0.00251789823171,301.328339263,100000.008952,1.15351522104,0.0087013290057,0.00228857676283,0.00297747556147,0.00343456338044
3582,3.125,0.0,-0.03333335,0.0003333335,0,0,0.524338481522,0.0,0.00239558689985,301.320657326,100000.008668,1.15354462574,0.00848307817685,0.00224785586233,0.00288125030188,0.00332365080114
3583,3.175,0.0,-0.03333335,0.0003333335,0,0,0.529687451596,0.0,0.00229537423046,301.313270424,100000.008398,1.15357290255,0.00826583863886,0.00221512996719,0.00277598517803,0.00320230127926
3584,3.225,0.0,-0.03333335,0.0003333335,0,0,0.534842348841,0.0,0.00221620274298,301.306191657,100000.008135,1.15360000109,0.00804909498955,0.00219076723895,0.00266158522452,0.00307040471792
3585,3.275,0.0,-0.03333335,0.0003333335,0,0,0.539806816944,0.0,0.00215688500754,301.299434651,100000.007875,1.15362586896,0.00783253301454,0.00217513459062,0.00253840458055,0.00292836919002
3586,3.325,0.0,-0.03333335,0.0003333335,0,0,0.544585166443,0.0,0.00211612644738,301.293012613,100000.00761,1.15365045535,0.00761606170624,0.00216857813829,0.00240728961527,0.00277717076082
3587,3.375,0.0,-0.03333335,0.0003333335,0,0,0.54918256147,0.0,0.00209254425179,301.286937317,100000.007334,1.15367371493,0.00739983248636,0.00217139909644,0.00226958594689,0.00261836165069
3588,3.425,0.0,-0.03333335,0.0003333335,0,0,0.553605136669,0.0,0.00208468422525,301.281218085,100000.007041,1.15369561176,0.00718425357032,0.00218383430729,0.00212709129403,0.00245401589174
3589,3.475,0.0,-0.03333335,0.0003333335,0,0,0.557860049906,0.0,0.00209103790491,301.275860823,100000.006722,1.15371612299,0.0069699974083,0.00220603545257,0.00198196168759,0.00228662115413
3590,3.525,0.0,-0.03333335,0.0003333335,0,0,0.561955480806,0.0,0.00211006505316,301.270867203,100000.006373,1.15373524202,0.00675799908437,0.00223804714848,0.0018365786659,0.00211892553159
3591,3.575,0.0,-0.03333335,0.0003333335,0,0,0.565900666181,0.0,0.00214022890987,301.266234035,100000.005988,1.15375298084,0.00654947033415,0.00227978526659,0.00169340534207,0.00195377146117
3592,3.625,0.0,-0.03333335,0.0003333335,0,0,0.569705847622,0.0,0.00218007488679,301.261952894,100000.005563,1.15376937156,0.0063459547714,0.00233101635608,0.00155485943589,0.0017939491942
3593,3.675,0.0,-0.03333335,0.0003333335,0,0,0.573382953636,0.0,0.00222832982826,301.258010052,100000.005095,1.1537844666,0.00614926640401,0.002391335902,0.00142314300339,0.00164200029106
3594,3.725,0.0,-0.03333335,0.0003333335,0,0,0.576943890724,0.0,0.00228416907583,301.254386559,100000.004583,1.15379833841,0.00596148852973,0.00246015779135,0.00130013656252,0.00150009540555
3595,3.775,0.0,-0.03333335,0.0003333335,0,0,0.580410680864,0.0,0.00234810091535,301.251059037,100000.004026,1.15381107647,0.00578491163808,0.00253666209843,0.00118733521556,0.00136996052319
3596,3.825,0.0,-0.03333335,0.0003333335,0,0,0.583778329303,0.0,0.00242181531952,301.248000016,100000.003411,1.15382278573,0.00562223684601,0.00261993880895,0.00108584949924,0.0012528778941
3597,3.875,0.0,-0.03333335,0.0003333335,0,0,0.587179115221,0.0,0.00250930333146,301.24517829,100000.002786,1.15383358622,0.00547572453562,0.00270824726991,0.000996408399294,0.00114968947669
3598,3.925,0.0,-0.03333335,0.0003333335,0,0,0.590203024115,0.0,0.00261272816836,301.242561816,100000.001927,1.15384359803,0.00535066757597,0.002801984707,0.000919586716276,0.00106105924541
3599,3.975,0.0,-0.03333335,0.0003333335,0,0,0.594808950103,0.0,0.00273769872156,301.240171509,100000.001729,1.15385275136,0.0052430275635,0.00288075849868,0.000858815629279,0.00099094677675
3600,-1.975,0.0,0.03333335,0.0003333335,0,0,0.999811449427,0.0,0.000348472974714,300.000000187,100000.170226,1.15862462058,5.29118417947e-05,0.0739889741184,3.4055029576e-09,3.94569957213e-09
3601,-1.925,0.0,0.03333335,0.0003333335,0,0,0.999098285824,0.0,0.000700149223659,300.000000895,100000.170663,1.15862462291,1.39647359635e-06,0.00103008865956,1.70385785582e-10,1.9741316657e-10
3602,-1.875,0.0,0.03333335,0.0003333335,0,0,0.997773771,0.0,0.00106042770676,300.000002208,100000.171877,1.15862463191,6.74957352919e-08,2.65458380834e-05,1.54453848526e-11,1.78954033395e-11
3603,-1.825,0.0,0.03333335,0.0003333335,0,0,0.99590280186,0.0,0.00143402291863,300.00000406,100000.173727,1.15862464619,5.76397548731e-09,1.23109418315e-06,2.42882083968e-12,2.81409168603e-12
3604,-1.775,0.0,0.03333335,0.0003333335,0,0,0.993469810238,0.0,0.00182573101742,300.000006463,100000.176199,1.15862466555,8.23302765861e-10,9.83163460256e-08,6.20491631868e-13,7.18916909447e-13
3605,-1.725,0.0,0.03333335,0.0003333335,0,0,0.990436192944,0.0,0.00224090791816,300.000009451,100000.179335,1.15862469034,1.82666247878e-10,1.27130129103e-08,2.36216721515e-13,2.73686525818e-13
3606,-1.675,0.0,0.03333335,0.0003333335,0,0,0.986762924526,0.0,0.00268554490995,300.000013056,100000.183171,1.15862472087,5.77970680887e-11,2.46952290194e-09,1.21742178188e-13,1.41053497222e-13
3607,-1.625,0.0,0.03333335,0.0003333335,0,0,0.982403314537,0.0,0.00316641298197,300.000017317,100000.187749,1.15862475745,2.39796499589e-11,6.66074572554e-10,7.76971937166e-14,9.00218922245e-14
3608,-1.575,0.0,0.03333335,0.0003333335,0,0,0.977299397096,0.0,0.0036912907231,300.000022282,100000.193118,1.15862480048,1.21441642767e-11,2.31991330343e-10,5.72144886557e-14,6.62901255031e-14
3609,-1.525,0.0,0.03333335,0.0003333335,0,0,0.971381007871,0.0,0.00426923916038,300.000028007,100000.199338,1.15862485044,7.10469318029e-12,9.8225062642e-11,4.62499055185e-14,5.3586289864e-14
3610,-1.475,0.0,0.03333335,0.0003333335,0,0,0.964564006339,0.0,0.00491093865197,300.000034557,100000.20648,1.15862490789,4.61388773582e-12,4.82326828812e-11,3.97223685069e-14,4.60233255525e-14
3611,-1.425,0.0,0.03333335,0.0003333335,0,0,0.956747670362,0.0,0.00562911535631,300.00004201,100000.214628,1.15862497351,3.23424273364e-12,2.65157652148e-11,3.55045135519e-14,4.11364160737e-14
3612,-1.375,0.0,0.03333335,0.0003333335,0,0,0.947811484477,0.0,0.00643908731958,300.000050456,100000.22388,1.15862504808,2.39978575824e-12,1.59000877596e-11,3.25977730141e-14,3.77685963259e-14
3613,-1.325,0.0,0.03333335,0.0003333335,0,0,0.93761112393,0.0,0.00735947016349,300.000059998,100000.234348,1.15862513251,1.85907047885e-12,1.02022009635e-11,3.04888009157e-14,3.53250910011e-14
3614,-1.275,0.0,0.03333335,0.0003333335,0,0,0.92597335789,0.0,0.00841309828424,300.000070759,100000.246163,1.15862522784,1.48895614253e-12,6.90566008709e-12,2.88935645509e-14,3.3476812811e-14
3615,-1.225,0.0,0.03333335,0.0003333335,0,0,0.912689552395,0.0,0.00962824022022,300.000082875,100000.259476,1.1586253353,1.2241528002e-12,4.87858822017e-12,2.76451917961e-14,3.20304196143e-14
3616,-1.175,0.0,0.03333335,0.0003333335,0,0,0.897507347336,0.0,0.0110402211316,300.000096507,100000.274462,1.15862545628,1.02770267949e-12,3.56805053033e-12,2.66407526915e-14,3.08666542429e-14
3617,-1.125,0.0,0.03333335,0.0003333335,0,0,0.880119899345,0.0,0.0126936171305,300.000111834,100000.291319,1.1586255924,8.7751642618e-13,2.68467866505e-12,2.58143210737e-14,2.99091330464e-14
3618,-1.075,0.0,0.03333335,0.0003333335,0,0,0.860151937945,0.0,0.0146452717172,300.000129061,100000.310274,1.15862574548,7.59778577444e-13,2.06800279071e-12,2.51226516909e-14,2.91077510438e-14
3619,-1.025,0.0,0.03333335,0.0003333335,0,0,0.837141205768,0.0,0.0169685239063,300.000148417,100000.331582,1.15862591761,6.65518218843e-13,1.62455494207e-12,2.45373695482e-14,2.84296323085e-14
3620,-0.975,0.0,0.03333335,0.0003333335,0,0,0.810514771504,0.0,0.0197593074392,300.000170148,100000.355527,1.1586261111,5.88735529631e-13,1.29757696959e-12,2.40408529726e-14,2.78543599873e-14
3621,-0.925,-9.43406050181e-19,0.03333335,0.0003333335,0,0,0.779552906379,0.0,0.0231451963814,300.00019452,100000.382414,1.1586263285,5.25339975474e-13,1.05137923953e-12,2.36245753682e-14,2.73720550213e-14
3622,-0.875,0.0,0.03333335,0.0003333335,0,0,0.743357006188,0.0,0.0272998332538,300.000221784,100000.41257,1.1586265726,4.72543698549e-13,8.6290210821e-13,2.32897556307e-14,2.6984129743e-14
3623,-0.825,-9.43406050181e-19,0.03333335,0.0003333335,0,0,0.700729387479,0.0,0.0324655195771,300.000252194,100000.446284,1.15862684577,4.28527503195e-13,7.16993112722e-13,2.3050742882e-14,2.6707209518e-14
3624,-0.775,0.0,0.03333335,0.0003333335,0,0,0.650318693348,0.0,0.0390021445965,300.000285776,100000.483897,1.15862715186,3.92387902453e-13,6.03892338074e-13,2.29463814418e-14,2.65863005755e-14
3625,-0.725,0.0,0.03333335,0.0003333335,0,0,0.589449198916,0.0,0.0474386089399,300.000322877,100000.525194,1.15862748706,3.64914893279e-13,5.1789954986e-13,2.31408950704e-14,2.68116771037e-14
3626,-0.675,-9.43406050181e-19,0.03333335,0.0003333335,0,0,0.518346155626,0.0,0.0588686009293,300.000361472,100000.571353,1.15862787281,1.94451955167e-12,9.88449425704e-13,3.44280705684e-13,3.98893221676e-13
3627,-0.625,0.0,0.03333335,0.0003333335,0,0,0.419988656288,0.0,0.074246678401,300.000518479,100000.616341,1.15862778766,2.28644881032e-09,5.20831731999e-10,9.03374939912e-10,1.04667530806e-09
3628,-0.575,-2.7338446241e-18,0.03333335,0.0003333335,1,0,0.323738005511,-1.22490499706e-14,0.120334936501,300.107782335,100000.678868,1.15821439769,1.01143533133e-06,3.18518828909e-08,3.22291616143e-06,3.72730310218e-06
3651,0.575,-9.43406050181e-19,0.03333335,0.0003333335,1,0,-0.210473594272,-1.97857474736e-14,0.0418405978813,303.081655846,99999.77735,1.1468395201,0.0225851463012,0.0158964499343,0.00326237829804,0.00374535737108
3652,0.625,0.0,0.03333335,0.0003333335,0,0,-0.277553470132,0.0,0.0189016708478,302.74764958,99999.7849549,1.1481048579,0.0248119071943,0.0118543128208,0.00467397539726,0.00536621385929
3653,0.675,-9.43406050181e-19,0.03333335,0.0003333335,0,0,-0.289359795687,0.0,0.00728755798894,302.643366434,99999.7855241,1.14850047191,0.0255170457725,0.0116665678589,0.00502296536175,0.00576887808834
3654,0.725,0.0,0.03333335,0.0003333335,0,0,-0.29224787464,0.0,-0.00287856466546,302.584824901,99999.796559,1.14872280075,0.026863150423,0.0126440595451,0.00513653042578,0.00590044961684
3655,0.775,0.0,0.03333335,0.0003333335,0,0,-0.279313847469,0.0,-0.011268809176,302.532224876,99999.8125103,1.14892270769,0.0284427140743,0.0138910247374,0.00524143610195,0.00602200495843
3656,0.825,-9.43406050181e-19,0.03333335,0.0003333335,0,0,-0.257151866091,0.0,-0.017301658973,302.474521806,99999.8322257,1.14914211425,0.0298014657775,0.0149031800558,0.00536338300448,0.00616328928529
3657,0.875,0.0,0.03333335,0.0003333335,0,0,-0.228616518151,0.0,-0.0212091598547,302.412538451,99999.8533328,1.14937788835,0.0307426901215,0.0155170334329,0.00548172883684,0.00630057791502
3658,0.925,-9.43406050181e-19,0.03333335,0.0003333335,0,0,-0.19637924206,0.0,-0.0234691530683,302.34878206,99999.8743946,1.14962050018,0.0312462571644,0.0157334143023,0.00558490173349,0.00642051752432
3659,0.975,0.0,0.03333335,0.0003333335,0,0,-0.162187358293,0.0,-0.024541006409,302.285191691,99999.8944369,1.14986257111,0.0313777846956,0.0156273594363,0.0056702403165,0.00651999710912
3660,1.025,0.0,0.03333335,0.0003333335,0,0,-0.127279416474,0.0,-0.0248353272888,302.222989523,99999.9129244,1.15009944323,0.0312164448745,0.0152831537592,0.00573847388674,0.00659981562214
3661,1.075,0.0,0.03333335,0.0003333335,0,0,-0.0922996020173,0.0,-0.0248182536821,302.163411649,99999.9297198,1.15032640273,0.0308263155639,0.0147685872556,0.00579090974184,0.00666143637188
3662,1.125,0.0,0.03333335,0.0003333335,0,0,-0.0577991272088,0.0,-0.0245971173365,302.108086365,99999.9446651,1.15053723483,0.0302571964477,0.0141535647446,0.00582148849461,0.00669783927519
3663,1.175,0.0,0.03333335,0.0003333335,0,0,-0.0243289439598,0.0,-0.0240735047243,302.055862909,99999.9574898,1.15073630267,0.0295590381597,0.0134860764623,0.00583092543952,0.00670985758142
3664,1.225,0.0,0.03333335,0.0003333335,0,0,0.00879968184328,0.0,-0.0229276102304,302.004470795,99999.9688779,1.15093225457,0.0287371935445,0.0127990960588,0.00580700121416,0.00668346499972
3665,1.275,0.0,0.03333335,0.0003333335,0,0,0.0396376652584,0.0,-0.0212862395889,301.95911059,99999.9790121,1.15110526392,0.0276797149326,0.0119545919732,0.00576807605331,0.00663966270764
3666,1.325,0.0,0.03333335,0.0003333335,0,0,0.0688263754686,0.0,-0.0197343415311,301.918746514,99999.9874196,1.15125925411,0.0265798747784,0.0111412045135,0.0057071097487,0.00657036291243
3667,1.375,0.0,0.03333335,0.0003333335,0,0,0.0963560998516,0.0,-0.0183140303746,301.881837662,99999.9943227,1.15140008953,0.0255091324105,0.010397256423,0.00563268066957,0.00648546902724
3668,1.425,0.0,0.03333335,0.0003333335,0,0,0.122276009832,0.0,-0.0170075828733,301.847692732,99999.9999864,1.15153040083,0.0244763191098,0.00971314652669,0.00555104544101,0.00639219758172
3669,1.475,0.0,0.03333335,0.0003333335,0,0,0.146704534127,0.0,-0.0158022865958,301.815907836,100000.004597,1.15165172413,0.02349278415,0.00908844803001,0.00546539755487,0.00629423451714
3670,1.525,0.0,0.03333335,0.0003333335,0,0,0.169741606569,0.0,-0.0146898570274,301.786200063,100000.008312,1.1517651353,0.0225601463075,0.00851897957831,0.00537698414539,0.00619302287173
3671,1.575,0.0,0.03333335,0.0003333335,0,0,0.191479421568,0.0,-0.0136646339708,301.758348579,100000.011268,1.15187147419,0.0216773721014,0.00799967490571,0.00528668502263,0.0060895816706
3672,1.625,0.0,0.03333335,0.0003333335,0,0,0.212004669482,0.0,-0.0127227178049,301.732170666,100000.013581,1.15197143581,0.0208424878615,0.00752560130638,0.00519517782454,0.00598469645784
3673,1.675,0.0,0.03333335,0.0003333335,0,0,0.231398945821,0.0,-0.0118611027482,301.707509953,100000.015352,1.15206561511,0.0200531996281,0.00709218436387,0.00510305027654,0.00587904875576
3674,1.725,0.0,0.03333335,0.0003333335,0,0,0.249739093383,0.0,-0.0110770938219,301.68422986,100000.016667,1.15215453183,0.0193071702829,0.006695263504,0.00501085792515,0.00577328266681
3675,1.775,0.0,0.03333335,0.0003333335,0,0,0.267097424999,0.0,-0.0103679713941,301.662209536,100000.017601,1.152238646,0.0186021237374,0.00633108928099,0.00491913939238,0.00566802251298
3676,1.825,0.0,0.03333335,0.0003333335,0,0,0.283541845262,0.0,-0.00973081568029,301.64134111,100000.018217,1.15231836835,0.0179358738127,0.00599629741931,0.00482841313958,0.00556386915071
3677,1.875,0.0,0.03333335,0.0003333335,0,0,0.299135939802,0.0,-0.00916242687495,301.62152771,100000.01857,1.15239406778,0.0173063250758,0.00568787654546,0.00473916753839,0.00546138855744
3678,1.925,0.0,0.03333335,0.0003333335,0,0,0.313939064588,0.0,-0.00865930015161,301.602681976,100000.018706,1.15246607707,0.0167114641968,0.00540313588378,0.00465184917513,0.00536109836997
3679,1.975,0.0,0.03333335,0.0003333335,0,0,0.328006448619,0.0,-0.00821763169823,301.584724898,100000.018666,1.15253469723,0.016149349019,0.00513967492237,0.00456685159879,0.00526345492469
3680,2.025,0.0,0.03333335,0.0003333335,0,0,0.341389313251,0.0,-0.00783334210175,301.567584903,100000.018485,1.15260020101,0.0156180981476,0.0048953556834,0.00448450541637,0.00516884184432
3681,2.075,0.0,0.03333335,0.0003333335,0,0,0.354135008753,0.0,-0.00750210949022,301.55119711,100000.018191,1.15266283567,0.0151158819785,0.00466827784632,0.0044050698343,0.00507756028653
3682,2.125,0.0,0.03333335,0.0003333335,0,0,0.366287165867,0.0,-0.00721940757632,301.535502729,100000.017809,1.15272282532,0.0146409154448,0.0044567566254,0.00432872559062,0.00498982079285
3683,2.175,0.0,0.03333335,0.0003333335,0,0,0.377885859341,0.0,-0.0069805448947,301.520448559,100000.01736,1.15278037277,0.0141914524948,0.00425930308875,0.00425556922681,0.00490573667962
3684,2.225,0.0,0.03333335,0.0003333335,0,0,0.388967777136,0.0,-0.00678070024843,301.50598657,100000.016862,1.15283566113,0.0137657821332,0.00407460752559,0.00418560759275,0.00482531769642
3685,2.275,0.0,0.03333335,0.0003333335,0,0,0.399566391235,0.0,-0.00661494396696,301.492073553,100000.016331,1.15288885517,0.0133622260078,0.00390152428489,0.00411875369116,0.00474846522772
3686,2.325,0.0,0.03333335,0.0003333335,0,0,0.409712141764,0.0,-0.00647823655605,301.478670819,100000.015778,1.15294010239,0.0129791370595,0.00373906082056,0.00405482034675,0.00467496498576
3687,2.375,0.0,0.03333335,0.0003333335,0,0,0.419432583872,0.0,-0.00636537646415,301.465743957,100000.015214,1.15298953402,0.0126148986405,0.00358637105881,0.00399351039228,0.00460447568631
3688,2.425,0.0,0.03333335,0.0003333335,0,0,0.428752312637,0.0,-0.00627070257509,301.453262616,100000.014649,1.15303726577,0.0122679244448,0.00344274169738,0.00393441579624,0.00453652803211
3689,2.475,0.0,0.03333335,0.0003333335,0,0,0.437693487008,0.0,-0.00618954760215,301.441200304,100000.014088,1.15308339865,0.0119366580644,0.00330757605188,0.00387702121313,0.00447052879706
3690,2.525,0.0,0.03333335,0.0003333335,0,0,0.446276453816,0.0,-0.00611835748161,301.429534061,100000.013539,1.15312802017,0.0116195662275,0.00318038803022,0.00382069377161,0.00440574904453
3691,2.575,0.0,0.03333335,0.0003333335,0,0,0.454519689317,0.0,-0.00605317169301,301.418244277,100000.013006,1.15317120506,0.011315145519,0.00306079630234,0.00376468261598,0.00434132358894
3692,2.625,0.0,0.03333335,0.0003333335,0,0,0.462439856257,0.0,-0.00599000584266,301.407314512,100000.012492,1.15321301595,0.0110220285288,0.00294851819403,0.00370818812723,0.0042763308139
3693,2.675,0.0,0.03333335,0.0003333335,0,0,0.470051893984,0.0,-0.0059250607604,301.396731373,100000.012002,1.15325350381,0.0107389119602,0.00284336321312,0.00365031827803,0.00420974234416
3694,2.725,0.0,0.03333335,0.0003333335,0,0,0.477369169766,0.0,-0.0058548273878,301.386484393,100000.011537,1.15329270845,0.0104645485276,0.00274522620537,0.00359009024848,0.00414042490624
3695,2.775,0.0,0.03333335,0.0003333335,0,0,0.484403640176,0.0,-0.00577615308504,301.376565904,100000.011098,1.15333065896,0.0101977551533,0.00265408015471,0.00352644922889,0.00406716201295
3696,2.825,0.0,0.03333335,0.0003333335,0,0,0.491166016749,0.0,-0.0056862930004,301.366970913,100000.010686,1.15336737421,0.00993742235852,0.00256996861452,0.00345829619538,0.00398868600212
3697,2.875,0.0,0.03333335,0.0003333335,0,0,0.497665936529,0.0,-0.00558295555851,301.357696965,100000.010301,1.15340286336,0.0096825243063,0.00249299777562,0.00338452565313,0.00390372157945
3698,2.925,0.0,0.03333335,0.0003333335,0,0,0.503912139436,0.0,-0.00546434557875,301.348743992,100000.009942,1.15343712644,0.00943212932496,0.00242332818176,0.00330407403526,0.00381104166078
3699,2.975,0.0,0.03333335,0.0003333335,0,0,0.509912654373,0.0,-0.0053292047488,301.340114122,100000.009608,1.15347015507,0.00918541094025,0.00236116605785,0.0032159786676,0.00370953541241
3700,3.025,0.0,0.03333335,0.0003333335,0,0,0.515674996269,0.0,-0.00517684805263,301.331811454,100000.009296,1.1535019333,0.00894165952959,0.00230675402611,0.00311944606205,0.0035982870634
3701,3.075,0.0,0.03333335,0.0003333335,0,0,0.521206373012,0.0,-0.00500719286349,301.323841769,100000.009004,1.15353243878,0.00870029463794,0.00226036146849,0.00301392565119,0.00347666100672
3702,3.125,0.0,0.03333335,0.0003333335,0,0,0.526513899773,0.0,-0.0048207767784,301.316212167,100000.008727,1.15356164408,0.00846087792034,0.00222227432743,0.00289918345675,0.00334438683486
3703,3.175,0.0,0.03333335,0.0003333335,0,0,0.53160481346,0.0,-0.00461876026426,301.308930616,100000.008462,1.15358951843,0.00822312661529,0.00219278338097,0.00277536900025,0.00320163658848
3704,3.225,0.0,0.03333335,0.0003333335,0,0,0.536486676783,0.0,-0.00440290883908,301.302005417,100000.008202,1.15361602981,0.00798692699174,0.00217217353172,0.00264306242829,0.00304907918508
3705,3.275,0.0,0.03333335,0.0003333335,0,0,0.541167559065,0.0,-0.00417555038433,301.295444564,100000.007943,1.15364114736,0.00775234757227,0.0021607089081,0.00250329895852,0.00288790868268
3706,3.325,0.0,0.03333335,0.0003333335,0,0,0.545656178106,0.0,-0.00393950580652,301.289255036,100000.007677,1.15366484408,0.00751965129831,0.00215861734711,0.00235755726468,0.00271983093416
3707,3.375,0.0,0.03333335,0.0003333335,0,0,0.549961990964,0.0,-0.00369799335426,301.283442038,100000.007398,1.15368709979,0.00728930566513,0.00216607483773,0.0022077067024,0.00254700274269
3708,3.425,0.0,0.03333335,0.0003333335,0,0,0.554095227011,0.0,-0.00345450894688,301.278008248,100000.0071,1.15370790401,0.00706198967451,0.0021831956675,0.00205590955565,0.00237191910429
3709,3.475,0.0,0.03333335,0.0003333335,0,0,0.558066875739,0.0,-0.00321269193419,301.272953101,100000.006776,1.15372725866,0.00683859799575,0.00221001492108,0.0019045020869,0.00219727597184
3710,3.525,0.0,0.03333335,0.0003333335,0,0,0.56188864149,0.0,-0.002976192651,301.268272192,100000.00642,1.15374518041,0.00662024261379,0.00224647109111,0.00175585838585,0.00202581315015
3711,3.575,0.0,0.03333335,0.0003333335,0,0,0.565572953264,0.0,-0.00274856073388,301.263956847,100000.006029,1.15376170228,0.00640825284931,0.00229238826374,0.00161225455161,0.00186015755597
3712,3.625,0.0,0.03333335,0.0003333335,0,0,0.569132886156,0.0,-0.00253317002748,301.259993907,100000.005597,1.1537768745,0.00620415834513,0.00234745840597,0.00147574170457,0.00170267665147
3713,3.675,0.0,0.03333335,0.0003333335,0,0,0.572582884977,0.0,-0.00233320402191,301.256365762,100000.005123,1.1537907644,0.00600968543963,0.0024112212031,0.00134805911349,0.00155537815501
3714,3.725,0.0,0.03333335,0.0003333335,0,0,0.575937093339,0.0,-0.00215183466486,301.253050657,100000.004604,1.15380345516,0.00582676419793,0.00248305387764,0.00123058396725,0.00141985203328
3715,3.775,0.0,0.03333335,0.0003333335,0,0,0.5792194575,0.0,-0.00199316002778,301.250022683,100000.004042,1.15381504596,0.00565747170363,0.00256211708686,0.00112431580966,0.0012972524976
3716,3.825,0.0,0.03333335,0.0003333335,0,0,0.582426325036,0.0,-0.00186170254314,301.24725245,100000.003421,1.15382564913,0.00550423280569,0.00264749886347,0.00102991246861,0.00118833942265
3717,3.875,0.0,0.03333335,0.0003333335,0,0,0.58569197707,0.0,-0.00176460137958,301.244707196,100000.00279,1.15383539065,0.00536899336397,0.00273745714064,0.000947721897922,0.00109351506632
3718,3.925,0.0,0.03333335,0.0003333335,0,0,0.588607878765,0.0,-0.00170528326726,301.242353594,100000.001925,1.15384439556,0.00525662079882,0.0028324455123,0.000877999449323,0.00101307474391
3719,3.975,0.0,0.03333335,0.0003333335,0,0,0.593122344288,0.0,-0.00169764664725,301.240202202,100000.001711,1.15385263361,0.00516211133341,0.00291190038989,0.000823608326711,0.000950322636838
3720,-1.975,0.0,0.09999985,0.0003333315,0,0,0.999815347156,0.0,0.00104143245666,300.000000183,100000.169147,1.15862460809,5.29118417963e-05,0.0739889741208,3.40550295769e-09,3.94569952971e-09
3721,-1.925,0.0,0.09999985,0.0003333315,0,0,0.999117094537,0.0,0.00209185839683,300.000000875,100000.169575,1.15862461038,1.39648814494e-06,0.00103009952758,1.70387538104e-10,1.97415194949e-10
3722,-1.875,0.0,0.09999985,0.0003333315,0,0,0.997820603595,0.0,0.00316714878536,300.000002158,100000.170763,1.1586246192,6.74985034328e-08,2.65469494776e-05,1.54460050958e-11,1.78961217723e-11
3723,-1.825,0.0,0.09999985,0.0003333315,0,0,0.995989719309,0.0,0.00428095318623,300.000003966,100000.172574,1.15862463319,5.76454745835e-09,1.23122045792e-06,2.42905374639e-12,2.81436150591e-12
3724,-1.775,9.43411132404e-19,0.09999985,0.0003333315,0,0,0.993609612871,0.0,0.00544713979456,300.000006312,100000.174992,1.15862465215,8.2345770162e-10,9.83358211508e-08,6.20602259258e-13,7.19045076756e-13
3725,-1.725,0.0,0.09999985,0.0003333315,0,0,0.990643118381,0.0,0.0066811913462,300.000009228,100000.178059,1.15862467642,1.82721990382e-10,1.2717196405e-08,2.36283157351e-13,2.7376349673e-13
3726,-1.675,0.0,0.09999985,0.0003333315,0,0,0.987052881205,0.0,0.00800037726627,300.000012744,100000.18181,1.1586247063,5.78226627957e-11,2.47073697539e-09,1.21790151258e-13,1.41109078232e-13
