cell_id,x_m,y_m,z_m,volume_m3,T_K
2515,0.0158964,-0.00075,-0.00165117,2.64832e-09,305.778
2516,0.0158964,-0.00225,-0.00165117,2.64832e-09,300.757
2517,0.0158964,-0.00375,-0.00165117,2.64832e-09,294.087
2518,0.0158964,-0.00525,-0.00165117,2.64832e-09,286.175
2519,0.0158964,-0.00675,-0.00165117,2.64832e-09,277.481
2520,0.00781453,-0.000890891,-0.00233885,4.93871e-09,363.559
2521,0.00785209,-0.00248523,-0.00231799,4.00926e-09,345.741
2522,0.00784631,-0.00392054,-0.00233358,4.05135e-09,328.922
2523,0.00784119,-0.00535862,-0.00235288,4.11564e-09,310.331
2524,0.00776348,-0.00681852,-0.00251757,4.67812e-09,288.362
2525,0.00726302,-0.000891544,-0.000658416,5.82312e-09,362.461
2526,0.00731512,-0.00248503,-0.000665546,4.71122e-09,344.459
2527,0.00731331,-0.00391831,-0.000685005,4.71656e-09,327.066
2528,0.00731149,-0.00535132,-0.000704652,4.72189e-09,307.745
2529,0.00726088,-0.00680899,-0.000822414,5.19382e-09,285.459
2530,0.00913491,-0.00075,-0.00105037,4.72243e-09,346.893
2531,0.00913491,-0.00225,-0.00105037,4.72243e-09,334.47
2532,0.00913491,-0.00375,-0.00105037,4.72243e-09,319.623
2533,0.00913491,-0.00525,-0.00105037,4.72243e-09,302.647
2534,0.00913491,-0.00675,-0.00105037,4.72243e-09,283.502
2535,0.00755816,-0.000876762,0.00127176,7.54006e-09,355.837
2536,0.00762322,-0.00245934,0.00126248,6.25396e-09,339.296
2537,0.0076202,-0.00390019,0.00125606,6.29592e-09,322.655
2538,0.0076172,-0.00534068,0.00124955,6.33788e-09,304.166
2539,0.00761424,-0.00678082,0.00124297,6.37985e-09,283.832
2540,0.011213,-0.00075,0.000241706,2.66621e-09,329.012
2541,0.011213,-0.00225,0.000241706,2.66621e-09,320.044
2542,0.011213,-0.00375,0.000241706,2.66621e-09,308.588
2543,0.011213,-0.00525,0.000241706,2.66621e-09,295.247
2544,0.011213,-0.00675,0.000241706,2.66621e-09,280.596
2545,0.00963711,-0.00075,0.00065582,6.74593e-09,339.417
2546,0.00963711,-0.00225,0.00065582,6.74593e-09,328.404
2547,0.00963711,-0.00375,0.00065582,6.74593e-09,314.814
2548,0.00963711,-0.00525,0.00065582,6.74593e-09,299.195
2549,0.00963711,-0.00675,0.00065582,6.74593e-09,281.996
2550,0.0122896,-0.00075,0.000765186,1.56029e-09,323.061
2551,0.0122896,-0.00225,0.000765186,1.56029e-09,315.181
2552,0.0122896,-0.00375,0.000765186,1.56029e-09,304.944
2553,0.0122896,-0.00525,0.000765186,1.56029e-09,292.944
2554,0.0122896,-0.00675,0.000765186,1.56029e-09,279.791
2555,0.0115924,-0.00075,0.00147096,1.4191e-09,326.936
2556,0.0115924,-0.00225,0.00147096,1.4191e-09,318.368
2557,0.0115924,-0.00375,0.00147096,1.4191e-09,307.321
2558,0.0115924,-0.00525,0.00147096,1.4191e-09,294.423
2559,0.0115924,-0.00675,0.00147096,1.4191e-09,280.296
2560,0.0128912,-0.00075,0.00147661,1.95405e-09,320.883
2561,0.0128912,-0.00225,0.00147661,1.95405e-09,313.387
2562,0.0128912,-0.00375,0.00147661,1.95405e-09,303.597
2563,0.0128912,-0.00525,0.00147661,1.95405e-09,292.096
2564,0.0128912,-0.00675,0.00147661,1.95405e-09,279.497
2565,0.00888284,-0.000889708,-0.00368346,4.93935e-09,358.167
2566,0.0089044,-0.0024864,-0.00363757,4.04407e-09,341.666
2567,0.00888905,-0.00392641,-0.00364615,4.11879e-09,325.968
2568,0.00887448,-0.00537005,-0.00366032,4.21268e-09,308.467
2569,0.00875073,-0.00682437,-0.00377414,4.67104e-09,287.72
2570,0.0103233,-0.00075,-0.0022377,4.9612e-09,339.546
2571,0.0103233,-0.00225,-0.0022377,4.9612e-09,328.634
2572,0.0103233,-0.00375,-0.0022377,4.9612e-09,315.318
2573,0.0103233,-0.00525,-0.0022377,4.9612e-09,299.932
2574,0.0103233,-0.00675,-0.0022377,4.9612e-09,282.531
2575,0.0118824,-0.00075,-0.000663055,2.10975e-09,325.418
2576,0.0118824,-0.00225,-0.000663055,2.10975e-09,317.124
2577,0.0118824,-0.00375,-0.000663055,2.10975e-09,306.44
2578,0.0118824,-0.00525,-0.000663055,2.10975e-09,293.933
2579,0.0118824,-0.00675,-0.000663055,2.10975e-09,280.155
2580,0.0127507,-0.00075,-0.00141182,1.54397e-09,321.023
2581,0.0127507,-0.00225,-0.00141182,1.54397e-09,313.493
2582,0.0127507,-0.00375,-0.00141182,1.54397e-09,303.721
2583,0.0127507,-0.00525,-0.00141182,1.54397e-09,292.235
2584,0.0127507,-0.00675,-0.00141182,1.54397e-09,279.571
2585,0.0116303,-0.00075,-0.00178016,2.8284e-09,328.589
2586,0.0116303,-0.00225,-0.00178016,2.8284e-09,319.725
2587,0.0116303,-0.00375,-0.00178016,2.8284e-09,308.468
2588,0.0116303,-0.00525,-0.00178016,2.8284e-09,295.319
2589,0.0116303,-0.00675,-0.00178016,2.8284e-09,280.698
2590,0.0125392,-0.00075,-0.00275645,1.70475e-09,323.521
2591,0.0125392,-0.00225,-0.00275645,1.70475e-09,315.552
2592,0.0125392,-0.00375,-0.00275645,1.70475e-09,305.308
2593,0.0125392,-0.00525,-0.00275645,1.70475e-09,293.287
2594,0.0125392,-0.00675,-0.00275645,1.70475e-09,279.959
2595,0.0140253,-0.00075,-0.00364288,3.92714e-09,315.266
2596,0.0140253,-0.00225,-0.00364288,3.92713e-09,308.688
2597,0.0140253,-0.00375,-0.00364288,3.92713e-09,300.1
2598,0.0140253,-0.00525,-0.00364288,3.92713e-09,289.972
2599,0.0140253,-0.00675,-0.00364288,3.92713e-09,278.794
2600,0.0139754,-0.00075,-0.00195781,1.90431e-09,314.554
2601,0.0139754,-0.00225,-0.00195781,1.90431e-09,308.114
2602,0.0139754,-0.00375,-0.00195781,1.90431e-09,299.654
2603,0.0139754,-0.00525,-0.00195781,1.90431e-09,289.666
2604,0.0139754,-0.00675,-0.00195781,1.90431e-09,278.678
2605,0.0143364,-0.00075,0.000643167,3.12841e-09,313.788
2606,0.0143364,-0.00225,0.000643167,3.12841e-09,307.489
2607,0.0143364,-0.00375,0.000643167,3.12841e-09,299.17
2608,0.0143364,-0.00525,0.000643167,3.12841e-09,289.341
2609,0.0143364,-0.00675,0.000643167,3.12841e-09,278.558
2610,0.01506,-0.00075,-0.000379323,3.01124e-09,309.75
2611,0.01506,-0.00225,-0.000379323,3.01124e-09,304.101
2612,0.01506,-0.00375,-0.000379323,3.01124e-09,296.615
2613,0.01506,-0.00525,-0.000379323,3.01124e-09,287.75
2614,0.01506,-0.00675,-0.000379323,3.01124e-09,278.017
2615,0.0130693,-0.00075,-5.47486e-06,2.29518e-09,318.919
2616,0.0130693,-0.00225,-5.47486e-06,2.29518e-09,311.758
2617,0.0130693,-0.00375,-5.47486e-06,2.29518e-09,302.388
2618,0.0130693,-0.00525,-5.47486e-06,2.29518e-09,291.359
2619,0.0130693,-0.00675,-5.47486e-06,2.29518e-09,279.252
2620,0.0137524,-0.00075,-0.000901114,2.01747e-09,315.404
2621,0.0137524,-0.00225,-0.000901114,2.01747e-09,308.829
2622,0.0137524,-0.00375,-0.000901114,2.01747e-09,300.188
2623,0.0137524,-0.00525,-0.000901114,2.01747e-09,289.991
2624,0.0137524,-0.00675,-0.000901114,2.01747e-09,278.786
2625,0.00997098,-0.000882736,-0.00640161,4.71745e-09,355.078
2626,0.0100092,-0.00247552,-0.0064159,3.91524e-09,338.865
2627,0.00999318,-0.00392112,-0.00642207,4.00376e-09,323.864
2628,0.0099761,-0.00537098,-0.00643095,4.11276e-09,307.339
2629,0.00983568,-0.00683209,-0.0065227,4.64153e-09,287.406
2630,0.0115175,-0.00075,-0.00674726,3.70329e-09,340.083
2631,0.0115175,-0.00225,-0.00674726,3.70329e-09,328.716
2632,0.0115175,-0.00375,-0.00674726,3.70329e-09,315.528
2633,0.0115175,-0.00525,-0.00674726,3.70329e-09,300.495
2634,0.0115175,-0.00675,-0.00674726,3.70329e-09,283.061
2635,0.0100742,-0.000821956,-0.00467412,5.26709e-09,349.009
2636,0.0101061,-0.00237068,-0.00465728,4.76141e-09,335.265
2637,0.0100963,-0.0038414,-0.00466162,4.82964e-09,320.738
2638,0.0100853,-0.00531435,-0.0046681,4.91424e-09,304.192
2639,0.00999294,-0.00680431,-0.00472708,5.46446e-09,284.6
2640,0.0120065,-0.00075,-0.00530452,4.79338e-09,332.207
2641,0.0120065,-0.00225,-0.00530452,4.79338e-09,322.599
2642,0.0120065,-0.00375,-0.00530452,4.79338e-09,310.746
2643,0.0120065,-0.00525,-0.00530452,4.79338e-09,296.977
2644,0.0120065,-0.00675,-0.00530452,4.79338e-09,281.405
2645,0.0123361,-0.00075,-0.0039383,4.6288e-09,326.801
2646,0.0123361,-0.00225,-0.0039383,4.6288e-09,318.235
2647,0.0123361,-0.00375,-0.0039383,4.6288e-09,307.379
2648,0.0123361,-0.00525,-0.0039383,4.6288e-09,294.676
2649,0.0123361,-0.00675,-0.0039383,4.6288e-09,280.485
2650,0.0108206,-0.00075,-0.0034855,1.81356e-09,338.577
2651,0.0108206,-0.00225,-0.0034855,1.81356e-09,327.866
2652,0.0108206,-0.00375,-0.0034855,1.81356e-09,314.826
2653,0.0108206,-0.00525,-0.0034855,1.81356e-09,299.736
2654,0.0108206,-0.00675,-0.0034855,1.81356e-09,282.51
2655,0.0136831,-0.00075,-0.00274908,8.26072e-10,316.417
2656,0.0136831,-0.00225,-0.00274908,8.26072e-10,309.658
2657,0.0136831,-0.00375,-0.00274908,8.26072e-10,300.83
2658,0.0136831,-0.00525,-0.00274908,8.26072e-10,290.422
2659,0.0136831,-0.00675,-0.00274908,8.26072e-10,278.945
2660,0.0149625,-0.00075,-0.00147329,9.6027e-10,309.847
2661,0.0149625,-0.00225,-0.00147329,9.6027e-10,304.175
2662,0.0149625,-0.00375,-0.00147329,9.6027e-10,296.673
2663,0.0149625,-0.00525,-0.00147329,9.6027e-10,287.793
2664,0.0149625,-0.00675,-0.00147329,9.6027e-10,278.034
2665,0.013072,-0.00075,-0.00211108,5.89863e-10,319.663
2666,0.013072,-0.00225,-0.00211108,5.89863e-10,312.361
2667,0.013072,-0.00375,-0.00211108,5.89863e-10,302.875
2668,0.013072,-0.00525,-0.00211108,5.89863e-10,291.713
2669,0.013072,-0.00675,-0.00211108,5.89863e-10,279.394
2670,0.0105156,-0.00675,0.0018994,2.5397e-09,281.02
2671,0.0105156,-0.00525,0.0018994,2.5397e-09,296.505
2672,0.0105156,-0.00375,0.0018994,2.5397e-09,310.632
2673,0.0105156,-0.00225,0.0018994,2.5397e-09,322.805
2674,0.0105156,-0.00075,0.0018994,2.5397e-09,332.382
2675,0.0105156,0.001,0.0018994,3.38627e-09,339.518
2676,0.000625145,0.00172854,-0.00443747,8.29985e-10,489.666
2677,0.00177751,0.00172855,-0.0044375,8.29976e-10,484.032
2678,0.00177752,0.000576189,-0.00443748,8.29959e-10,461.511
2679,0.000625141,0.000576168,-0.00443741,8.29967e-10,467.046
2680,0.00281093,0.00169292,-0.0044375,6.51524e-10,474.935
2681,0.00371829,0.00167014,-0.0044558,6.02294e-10,466.37
2682,0.00288371,0.000565733,-0.0044375,7.59479e-10,452.371
2683,0.00394157,0.000551889,-0.00444651,7.26213e-10,442.239
2684,0.000616024,0.00283485,-0.00443749,7.60961e-10,508.115
2685,0.000610771,0.00395572,-0.00426408,1.1302e-09,522.76
2686,0.00174418,0.002761,-0.0044375,6.49918e-10,502.061
2687,0.00172597,0.00372707,-0.00426418,9.56787e-10,515.233
2688,0.00279002,0.00273734,-0.00440393,4.9749e-10,493.261
2689,0.00343465,0.00258748,-0.00440683,2.45825e-10,485.141
2690,0.00261724,0.00341556,-0.004284,3.30777e-10,504.193
2691,0.000625145,0.00172854,-0.00388748,6.30789e-10,480.512
2692,0.00177751,0.00172855,-0.0038875,6.30782e-10,475.935
2693,0.00177752,0.000576189,-0.00388748,6.30769e-10,453.977
2694,0.000625141,0.000576168,-0.00388742,6.30775e-10,458.445
2695,0.00281093,0.00169292,-0.0038875,4.95158e-10,468.217
2696,0.00373921,0.00166961,-0.00390666,5.25202e-10,460.63
2697,0.00288371,0.000565733,-0.0038875,5.77204e-10,446.346
2698,0.00395226,0.000564676,-0.00389704,5.90888e-10,437.619
2699,0.000617205,0.00288631,-0.0037809,8.14925e-10,498.848
2700,0.000600127,0.0039243,-0.00327597,1.23263e-09,509.505
2701,0.00174508,0.00280535,-0.00378101,6.95836e-10,493.557
2702,0.0017035,0.00369729,-0.00331856,9.86476e-10,502.935
2703,0.00278093,0.00276526,-0.00371042,4.8811e-10,485.368
2704,0.00344141,0.00259493,-0.00374156,2.27782e-10,477.832
2705,0.00261891,0.00339433,-0.0033924,3.22003e-10,493.302
2706,0.000625147,0.00172856,-0.00299603,1.73685e-09,467.819
2707,0.00177751,0.00172857,-0.00299605,1.73685e-09,464.46
2708,0.00177752,0.000576207,-0.00299603,1.7368e-09,443.472
2709,0.000625143,0.000576185,-0.00299598,1.73678e-09,446.768
2710,0.00281093,0.00169293,-0.00299605,1.36341e-09,458.433
2711,0.00372803,0.00166988,-0.00299605,1.3406e-09,452.256
2712,0.00288372,0.000565745,-0.00299605,1.58933e-09,437.535
2713,0.00394635,0.000557612,-0.00299605,1.56602e-09,430.121
2714,0.000618677,0.00283489,-0.00280174,1.5926e-09,484.718
2715,0.000596427,0.00389116,-0.00212508,1.52556e-09,495.105
2716,0.00174761,0.00276107,-0.00280196,1.36075e-09,480.483
2717,0.00170576,0.00367826,-0.00219759,1.33987e-09,489.889
2718,0.00278101,0.0027243,-0.00273467,9.48004e-10,474.183
2719,0.00344786,0.00256657,-0.00278659,4.73085e-10,467.792
2720,0.00261857,0.00339147,-0.00229884,4.76582e-10,482.029
2721,0.000625145,0.00172859,-0.00168815,1.73682e-09,454.771
2722,0.00177751,0.0017286,-0.00168816,1.7368e-09,452.277
2723,0.00177752,0.000576232,-0.00168815,1.73677e-09,432.493
2724,0.00062514,0.00057621,-0.0016881,1.7368e-09,435.034
2725,0.00281483,0.00169769,-0.00166911,1.4013e-09,447.45
2726,0.00373279,0.00168062,-0.00161335,1.47888e-09,442.117
2727,0.00288372,0.000565773,-0.00168817,1.58928e-09,427.679
2728,0.00395119,0.0005669,-0.00166705,1.62128e-09,421.255
2729,0.000618676,0.00283492,-0.00149386,1.59257e-09,471.471
2730,0.000571239,0.00388603,-0.000841349,1.44449e-09,482.518
2731,0.00174761,0.0027611,-0.00149408,1.36073e-09,468.054
2732,0.00166302,0.00369057,-0.000904265,1.3252e-09,478.229
2733,0.00278528,0.00271837,-0.00140817,9.81953e-10,462.921
2734,0.00345718,0.00255298,-0.00140229,5.36821e-10,456.798
2735,0.00260299,0.00339885,-0.00100139,4.82779e-10,471.249
2736,0.000625145,0.00172859,-0.000322923,1.88916e-09,445.346
2737,0.00177751,0.0017286,-0.00032294,1.88914e-09,443.316
2738,0.00177752,0.000576235,-0.000322923,1.88909e-09,424.49
2739,0.000625141,0.000576215,-0.00032287,1.88911e-09,426.65
2740,0.00281168,0.00169166,-0.000285414,1.48043e-09,439.121
2741,0.00372358,0.00166971,-0.000189612,1.38411e-09,434.493
2742,0.00288372,0.000565777,-0.000322951,1.72868e-09,420.27
2743,0.00394564,0.000563358,-0.000290704,1.70724e-09,414.369
2744,0.000618676,0.00283493,-0.000128629,1.73228e-09,461.498
2745,0.000555124,0.00385278,0.000392643,1.30599e-09,473.287
2746,0.00174761,0.00276111,-0.000128853,1.4801e-09,458.573
2747,0.00163759,0.00368898,0.000328938,1.34869e-09,469.842
2748,0.00277505,0.00271492,-5.34242e-05,1.00062e-09,454.418
2749,0.00345266,0.00255051,-1.08338e-05,4.85795e-10,449.002
2750,0.00257986,0.00340815,0.000244302,5.03199e-10,463.75
2751,0.000625144,0.00172857,0.0013192,2.47224e-09,438.972
2752,0.00177751,0.00172857,0.00131918,2.47222e-09,437.168
2753,0.00177752,0.000576207,0.0013192,2.47216e-09,419.021
2754,0.000625141,0.000576187,0.00131925,2.47219e-09,420.989
2755,0.00280897,0.00168745,0.00133759,1.89836e-09,433.396
2756,0.00372569,0.00166435,0.00137613,1.74599e-09,429.328
2757,0.00288371,0.00056575,0.00131917,2.26222e-09,415.103
2758,0.00394475,0.000562194,0.00133205,2.22301e-09,409.601
2759,0.000616329,0.00281937,0.00141586,2.05004e-09,454.943
2760,0.000560438,0.00385429,0.00162489,1.31076e-09,468.298
2761,0.00174738,0.00274331,0.00141243,1.73504e-09,452.258
2762,0.00164067,0.00369093,0.00159964,1.41759e-09,464.946
2763,0.00277552,0.00270555,0.00143855,1.17788e-09,448.795
2764,0.0034539,0.00254804,0.00144909,5.87176e-10,443.955
2765,0.00258451,0.00340768,0.00155971,5.53543e-10,458.846
2766,0.000625145,-0.00172854,-0.00443747,8.29985e-10,413.806
2767,0.00177751,-0.00172855,-0.0044375,8.29976e-10,410.746
2768,0.00177751,-0.000576175,-0.00443747,8.29979e-10,435.529
2769,0.000625155,-0.000576182,-0.00443741,8.29947e-10,439.687
2770,0.00281093,-0.00169292,-0.0044375,6.51524e-10,406.473
2771,0.00371829,-0.00167014,-0.0044558,6.02294e-10,401.17
2772,0.00288371,-0.000565733,-0.0044375,7.59479e-10,428.739
2773,0.00394157,-0.000551889,-0.00444651,7.26213e-10,420.396
2774,0.000616024,-0.00283485,-0.00443749,7.60961e-10,392.108
2775,0.000610771,-0.00395572,-0.00426408,1.1302e-09,372.331
2776,0.00174418,-0.002761,-0.0044375,6.49918e-10,391.12
2777,0.00172597,-0.00372707,-0.00426418,9.56787e-10,373.854
2778,0.00279002,-0.00273734,-0.00440393,4.9749e-10,387.373
2779,0.00343465,-0.00258748,-0.00440683,2.45825e-10,386.719
2780,0.00261724,-0.00341556,-0.004284,3.30777e-10,376.3
2781,0.000625145,-0.00172854,-0.00388748,6.30789e-10,409.768
2782,0.00177751,-0.00172855,-0.0038875,6.30782e-10,406.906
2783,0.00177751,-0.000576175,-0.00388747,6.30784e-10,430.042
2784,0.000625155,-0.000576182,-0.00388742,6.30759e-10,433.675
2785,0.00281093,-0.00169292,-0.0038875,4.95158e-10,402.895
2786,0.00373921,-0.00166961,-0.00390666,5.25202e-10,397.933
2787,0.00288371,-0.000565733,-0.0038875,5.77204e-10,424.002
2788,0.00395226,-0.000564676,-0.00389704,5.90888e-10,416.239
2789,0.000617205,-0.00288631,-0.0037809,8.14925e-10,387.65
2790,0.000600127,-0.0039243,-0.00327597,1.23263e-09,368.388
2791,0.00174508,-0.00280535,-0.00378101,6.95836e-10,386.81
2792,0.0017035,-0.00369729,-0.00331856,9.86476e-10,370.085
2793,0.00278093,-0.00276526,-0.00371042,4.8811e-10,383.277
2794,0.00344141,-0.00259493,-0.00374156,2.27782e-10,383.067
2795,0.00261891,-0.00339433,-0.0033924,3.22003e-10,372.34
2796,0.000625147,-0.00172856,-0.00299603,1.73685e-09,403.321
2797,0.00177751,-0.00172857,-0.00299605,1.73685e-09,400.777
2798,0.00177751,-0.000576179,-0.00299602,1.73688e-09,421.853
2799,0.000625157,-0.000576185,-0.00299597,1.73678e-09,424.804
2800,0.00281093,-0.00169293,-0.00299605,1.36341e-09,397.193
2801,0.00372803,-0.00166988,-0.00299605,1.3406e-09,392.627
2802,0.00288372,-0.000565731,-0.00299604,1.58936e-09,416.794
2803,0.00394635,-0.000557597,-0.00299604,1.56606e-09,410.051
2804,0.000618677,-0.00283489,-0.00280174,1.5926e-09,383.027
2805,0.000596427,-0.00389116,-0.00212508,1.52556e-09,363.417
2806,0.00174761,-0.00276107,-0.00280196,1.36075e-09,382.126
2807,0.00170576,-0.00367826,-0.00219759,1.33987e-09,364.978
2808,0.00278101,-0.0027243,-0.00273467,9.48004e-10,378.898
2809,0.00344786,-0.00256657,-0.00278659,4.73085e-10,378.631
2810,0.00261857,-0.00339147,-0.00229884,4.76582e-10,367.079
2811,0.000625145,-0.00172859,-0.00168815,1.73682e-09,395.244
2812,0.00177751,-0.0017286,-0.00168816,1.7368e-09,393.012
2813,0.00177751,-0.000576176,-0.00168814,1.73694e-09,412.551
2814,0.000625154,-0.000576181,-0.0016881,1.73689e-09,414.985
2815,0.00281483,-0.00169769,-0.00166911,1.4013e-09,389.651
2816,0.00373279,-0.00168062,-0.00161335,1.47888e-09,385.079
2817,0.00288372,-0.00056573,-0.00168816,1.58939e-09,408.248
2818,0.00395119,-0.000566857,-0.00166705,1.6214e-09,401.912
2819,0.000618676,-0.00283492,-0.00149386,1.59257e-09,376.136
2820,0.000571239,-0.00388603,-0.000841349,1.44449e-09,357.115
2821,0.00174761,-0.0027611,-0.00149408,1.36073e-09,375.348
2822,0.00166302,-0.00369057,-0.000904265,1.3252e-09,358.528
2823,0.00278528,-0.00271837,-0.00140817,9.81953e-10,372.39
2824,0.00345718,-0.00255298,-0.00140229,5.36821e-10,372.093
2825,0.00260299,-0.00339885,-0.00100139,4.82779e-10,360.7
2826,0.000625145,-0.00172859,-0.000322923,1.88916e-09,388.715
2827,0.00177751,-0.0017286,-0.00032294,1.88914e-09,386.674
2828,0.00177751,-0.000576174,-0.000322927,1.88929e-09,405.491
2829,0.000625155,-0.000576182,-0.000322874,1.88922e-09,407.646
2830,0.00281168,-0.00169166,-0.000285414,1.48043e-09,383.646
2831,0.00372358,-0.00166971,-0.000189612,1.38411e-09,379.301
2832,0.00288372,-0.000565729,-0.000322955,1.72882e-09,401.602
2833,0.00394564,-0.00056331,-0.000290708,1.70737e-09,395.744
2834,0.000618676,-0.00283493,-0.000128629,1.73228e-09,370.136
2835,0.000555124,-0.00385278,0.000392643,1.30599e-09,352.285
2836,0.00174761,-0.00276111,-0.000128853,1.4801e-09,369.448
2837,0.00163759,-0.00368898,0.000328938,1.34869e-09,353.372
2838,0.00277505,-0.00271492,-5.34242e-05,1.00062e-09,366.994
2839,0.00345266,-0.00255051,-1.08338e-05,4.85795e-10,366.658
2840,0.00257986,-0.00340815,0.000244302,5.03199e-10,355.646
2841,0.000625144,-0.00172857,0.0013192,2.47224e-09,384.015
2842,0.00177751,-0.00172857,0.00131918,2.47222e-09,382.107
2843,0.00177751,-0.000576175,0.00131919,2.4723e-09,400.577
2844,0.000625155,-0.000576182,0.00131924,2.47221e-09,402.574
2845,0.00280897,-0.00168745,0.00133759,1.89836e-09,379.464
2846,0.00372569,-0.00166435,0.00137613,1.74599e-09,375.585
2847,0.00288371,-0.000565731,0.00131916,2.26229e-09,396.936
2848,0.00394475,-0.000562175,0.00133204,2.22308e-09,391.486
2849,0.000616329,-0.00281937,0.00141586,2.05004e-09,366.263
2850,0.000560438,-0.00385429,0.00162489,1.31076e-09,349.02
2851,0.00174738,-0.00274331,0.00141243,1.73504e-09,365.714
2852,0.00164067,-0.00369093,0.00159964,1.41759e-09,350.105
2853,0.00277552,-0.00270555,0.00143855,1.17788e-09,363.518
2854,0.0034539,-0.00254804,0.00144909,5.87176e-10,363.392
2855,0.00258451,-0.00340768,0.00155971,5.53543e-10,352.654
2856,-0.000489884,0.00198953,-0.0132182,7.50908e-10,540.848
2857,-0.000470709,0.00198841,-0.0121481,7.2569e-10,556.278
2858,-0.0014623,0.00195487,-0.0131678,8.10422e-10,530.291
2859,-0.00132804,0.00194886,-0.0119677,6.61813e-10,548.983
2860,-0.00190046,0.00146811,-0.0131277,8.45217e-10,515.75
2861,-0.00167789,0.00147041,-0.0118415,6.35163e-10,539.696
2862,-0.00193426,0.000493304,-0.0131271,7.45626e-10,490.511
2863,-0.00170463,0.000494246,-0.0118357,5.53727e-10,519.036
2864,-0.00135413,0.000306393,-0.0131974,4.11336e-10,490.089
2865,-0.00126796,0.000308579,-0.0120225,3.55901e-10,512.666
2866,-0.00124032,0.000884445,-0.0131969,5.18419e-10,512.617
2867,-0.00116201,0.000883058,-0.0120418,4.68957e-10,534.657
2868,-0.000914099,0.00121902,-0.0132132,5.12801e-10,526.233
2869,-0.000870342,0.00121292,-0.0121108,4.73751e-10,545.242
2870,-0.000301697,0.00132842,-0.013231,4.78335e-10,535.781
2871,-0.00029647,0.00132708,-0.0121873,4.73971e-10,552.713
2872,-0.00267683,0.00169573,-0.0130735,1.4612e-09,507.503
2873,-0.00366618,0.00166858,-0.0131231,1.36342e-09,488.329
2874,-0.00243091,0.00170871,-0.0117658,1.58965e-09,526.453
2875,-0.00359159,0.00168607,-0.0119436,1.47663e-09,498.702
2876,-0.00275033,0.000569177,-0.0130742,1.6995e-09,480.443
2877,-0.00388127,0.000570062,-0.013123,1.59398e-09,460.328
2878,-0.00250736,0.000563961,-0.0117687,1.83573e-09,499.48
2879,-0.00381249,0.000568318,-0.011944,1.74253e-09,469.567
2880,-0.000563698,0.00283518,-0.0132125,1.40033e-09,548.526
2881,-0.000556637,0.0038984,-0.0132142,1.38175e-09,555.706
2882,-0.000535957,0.00283671,-0.01213,1.34272e-09,560.607
2883,-0.000526126,0.00390389,-0.0121343,1.31786e-09,564.495
2884,-0.00167661,0.00276851,-0.0131446,1.19154e-09,538.353
2885,-0.0016574,0.00369929,-0.0131475,1.16744e-09,547.402
2886,-0.00150188,0.00278863,-0.0119017,9.77142e-10,554.238
2887,-0.00148154,0.00375853,-0.0119113,9.6517e-10,559.939
2888,-0.00247044,0.00275394,-0.0118214,1.34324e-09,538.701
2889,-0.00266455,0.00273183,-0.0130872,1.05275e-09,524.305
2890,-0.00337464,0.0025511,-0.0119861,5.29654e-10,517.372
2891,-0.00341929,0.00255953,-0.0131519,4.58599e-10,507.955
2892,-0.00250692,0.0034298,-0.0130736,5.59471e-10,535.542
2893,-0.00230926,0.00349634,-0.0118083,7.78279e-10,548.727
2894,-0.00254628,0.00162191,-0.0107427,1.06928e-09,544.808
2895,-0.00284929,0.001499,-0.00976875,9.00897e-10,544.497
2896,-0.00364993,0.00166828,-0.0108845,1.22102e-09,508.383
2897,-0.00374917,0.00162925,-0.00979827,1.03403e-09,512.346
2898,-0.0026363,0.000551224,-0.0107324,1.28524e-09,522.187
2899,-0.00293249,0.000512159,-0.0097711,1.09252e-09,521.344
2900,-0.00386758,0.000571867,-0.0108753,1.5056e-09,479.041
2901,-0.00396437,0.000558861,-0.00980384,1.27349e-09,482.361
2902,-0.00257371,0.00266887,-0.0107844,1.04008e-09,551.585
2903,-0.00282308,0.00251545,-0.00978948,8.70758e-10,553.608
2904,-0.00340868,0.00252103,-0.0108991,4.8183e-10,527.603
2905,-0.00347822,0.00247662,-0.00981019,4.27563e-10,533.399
2906,-0.00242054,0.0034245,-0.0107927,6.14402e-10,560.284
2907,-0.00269732,0.00327627,-0.00979749,4.64939e-10,562.85
2908,-0.000559666,0.00493051,-0.0132151,1.29231e-09,560.585
2909,-0.000561557,0.00595937,-0.013222,1.3399e-09,568.057
2910,-0.00052672,0.00493862,-0.012136,1.22476e-09,567.471
2911,-0.000541473,0.00597186,-0.0121447,1.32448e-09,570.915
2912,-0.00168659,0.00471876,-0.0131612,1.40037e-09,553.961
2913,-0.00167127,0.00589376,-0.0131933,1.41545e-09,565.451
2914,-0.00151807,0.00480089,-0.0119279,1.19591e-09,564.077
2915,-0.00155568,0.00593582,-0.0119628,1.46468e-09,569.558
2916,-0.00271537,0.00429532,-0.0131288,1.92522e-09,541.125
2917,-0.00273146,0.00576461,-0.0131733,1.75652e-09,559.993
2918,-0.00258677,0.00434689,-0.0118941,2.50618e-09,551.643
2919,-0.00260795,0.00578843,-0.0119041,2.45516e-09,565.065
2920,-0.0026878,0.00429127,-0.0108388,1.9588e-09,559.559
2921,-0.00270082,0.005765,-0.0108178,1.8911e-09,568.126
2922,-0.00287502,0.00421252,-0.00979945,1.48442e-09,562.632
