x_m,y_m,z_m,volume_m3,U_x_m_per_s,U_y_m_per_s,U_z_m_per_s,T_K,p_Pa
3.125,0.0,0.09999985,0.0003333315,0.578920547796,0.0,-0.0116029095143,301.21763193,100000.008127
3.175,1.79044873837e-18,0.09999985,0.0003333315,0.583601297449,0.0,-0.011138241378,301.210490902,100000.007851
3.225,-2.73385987077e-18,0.09999985,0.0003333315,0.588114820415,0.0,-0.0106715870242,301.203688639,100000.007583
3.275,0.0,0.09999985,0.0003333315,0.592469362212,0.0,-0.0102053908983,301.197228528,100000.00732
3.325,1.79044873837e-18,0.09999985,0.0003333315,0.596672903599,0.0,-0.00974259447887,301.191114825,100000.007055
3.375,0.0,0.09999985,0.0003333315,0.600733259293,0.0,-0.00928650660148,301.185352119,100000.006783
3.425,1.79044873837e-18,0.09999985,0.0003333315,0.604658185474,0.0,-0.00884067465827,301.179944638,100000.006499
3.475,-2.73385987077e-18,0.09999985,0.0003333315,0.608455496153,0.0,-0.00840878530377,301.174895407,100000.006196
3.525,0.0,0.09999985,0.0003333315,0.61213319036,0.0,-0.00799462898304,301.170205304,100000.005869
3.575,1.79044873837e-18,0.09999985,0.0003333315,0.615699648773,0.0,-0.00760216475911,301.165872073,100000.005513
3.625,0.0,0.09999985,0.0003333315,0.619163761959,0.0,-0.00723571815364,301.161889376,100000.005123
3.675,1.79044873837e-18,0.09999985,0.0003333315,0.622535816409,0.0,-0.00690034458927,301.158245972,100000.004695
3.725,-2.73385987077e-18,0.09999985,0.0003333315,0.625825946769,0.0,-0.00660233302471,301.154925106,100000.004227
3.775,0.0,0.09999985,0.0003333315,0.629053715115,0.0,-0.00635026394719,301.151904073,100000.003721
3.825,1.79044873837e-18,0.09999985,0.0003333315,0.632211726577,0.0,-0.00615549839813,301.149154097,100000.00316
3.875,0.0,0.09999985,0.0003333315,0.635424401543,0.0,-0.00603752743923,301.146639591,100000.002599
3.925,1.79044873837e-18,0.09999985,0.0003333315,0.638291508627,0.0,-0.00600716542353,301.144322218,100000.001806
3.975,-2.73385987077e-18,0.09999985,0.0003333315,0.642687914324,0.0,-0.00608114159469,301.142206926,100000.001717
-1.975,0.0,0.1666665,0.000333335,0.999823746264,0.0,0.00171167208535,300.000000174,100000.167006
-1.925,0.0,0.1666665,0.000333335,0.99915708381,0.0,0.00343791150888,300.000000831,100000.167415
-1.875,-1.79043095066e-18,0.1666665,0.000333335,0.997919440575,0.0,0.00520468005812,300.000002051,100000.16855
-1.825,0.0,0.1666665,0.000333335,0.996172591242,0.0,0.0070341662281,300.00000377,100000.170277
-1.775,0.0,0.1666665,0.000333335,0.993903434274,0.0,0.00894889812598,300.000005997,100000.172583
-1.725,0.0,0.1666665,0.000333335,0.991077935105,0.0,0.0109740069805,300.000008762,100000.175505
-1.675,0.0,0.1666665,0.000333335,0.987662388867,0.0,0.0131374688578,300.000012092,100000.179075
-1.625,-1.79043095066e-18,0.1666665,0.000333335,0.983616786673,0.0,0.015470727973,300.000016019,100000.183324
-1.575,0.0,0.1666665,0.000333335,0.978891684134,0.0,0.0180096985279,300.000020581,100000.188297
-1.525,0.0,0.1666665,0.000333335,0.973427654034,0.0,0.0207959516752,300.000025824,100000.194041
-1.475,0.0,0.1666665,0.000333335,0.967154032839,0.0,0.0238781582469,300.000031801,100000.200616
-1.425,0.0,0.1666665,0.000333335,0.959987031361,0.0,0.0273139010557,300.000038572,100000.208088
-1.375,-1.79043095066e-18,0.1666665,0.000333335,0.951827462507,0.0,0.0311719737888,300.000046205,100000.216534
-1.325,0.0,0.1666665,0.000333335,0.942557963793,0.0,0.0355353216804,300.00005478,100000.226043
-1.275,0.0,0.1666665,0.000333335,0.932039546756,0.0,0.0405048391202,300.000064383,100000.236712
-1.225,0.0,0.1666665,0.000333335,0.920107301798,0.0,0.0462043206964,300.000075111,100000.248654
-1.175,0.0,0.1666665,0.000333335,0.906565041755,0.0,0.0527869785046,300.00008707,100000.261991
-1.125,-1.79043095066e-18,0.1666665,0.000333335,0.8911785832,0.0,0.060444106674,300.000100374,100000.276857
-1.075,0.0,0.1666665,0.000333335,0.873667348838,0.0,0.0694167327405,300.00011514,100000.293397
-1.025,0.0,0.1666665,0.000333335,0.853693626675,0.0,0.0800114363997,300.000131484,100000.31176
-0.975,0.0,0.1666665,0.000333335,0.830849789967,0.0,0.0926222546842,300.000149509,100000.332091
-0.925,0.0,0.1666665,0.000333335,0.804639569707,0.0,0.107760781275,300.000169286,100000.354515
-0.875,0.0,0.1666665,0.000333335,0.774466383321,0.0,0.12610119155,300.000190813,100000.379114
-0.825,0.0,0.1666665,0.000333335,0.739577392767,0.0,0.14853508767,300.000213979,100000.405859
-0.775,0.0,0.1666665,0.000333335,0.699163804176,0.0,0.17629822952,300.000238368,100000.434594
-0.725,0.0,0.1666665,0.000333335,0.651901402475,0.0,0.210956802589,300.000263402,100000.464606
-0.675,0.0,0.1666665,0.000333335,0.59748421518,0.0,0.255295484987,300.000286921,100000.495266
-0.625,0.0,0.1666665,0.000333335,0.532185891052,0.0,0.310745720164,300.000343179,100000.522657
-0.575,-9.63735264432e-20,0.1666665,0.000333335,0.461528068481,0.0,0.390329087365,300.025189214,100000.545533
-0.525,0.0,0.1666665,0.000333335,0.375339739229,-2.3843764999e-14,0.549341940161,300.451057082,100000.545922
0.525,0.0,0.1666665,0.000333335,-0.123571841091,-2.15167607908e-13,0.246967821701,305.993567398,99999.7359246
0.575,0.0,0.1666665,0.000333335,-0.112658111907,0.0,0.0863709905609,303.854032158,99999.7576788
0.625,0.0,0.1666665,0.000333335,-0.0807694175327,0.0,0.0447476126471,303.429800962,99999.7586096
0.675,0.0,0.1666665,0.000333335,-0.0350380966041,0.0,-0.0112268717305,303.325276805,99999.7637504
0.725,0.0,0.1666665,0.000333335,0.000420841294005,0.0,-0.0542507096319,303.204515485,99999.7802797
0.775,0.0,0.1666665,0.000333335,0.0359059444449,0.0,-0.0813259506953,303.0482476,99999.801189
0.825,0.0,0.1666665,0.000333335,0.0684716569315,0.0,-0.096837631958,302.888031861,99999.8241477
0.875,0.0,0.1666665,0.000333335,0.099837835013,0.0,-0.105626808601,302.731405777,99999.8471344
0.925,0.0,0.1666665,0.000333335,0.12983160401,0.0,-0.109945762867,302.583454447,99999.8692863
0.975,0.0,0.1666665,0.000333335,0.158528496817,0.0,-0.111264059056,302.44655042,99999.8899918
1.025,0.0,0.1666665,0.000333335,0.185878019358,0.0,-0.110509190348,302.321279383,99999.9089269
1.075,0.0,0.1666665,0.000333335,0.211962845454,0.0,-0.108035380974,302.207522445,99999.9260252
1.125,-1.79043095066e-18,0.1666665,0.000333335,0.236865765658,0.0,-0.104378957727,302.105380659,99999.9411706
1.175,0.0,0.1666665,0.000333335,0.260585721506,0.0,-0.100180030352,302.01385636,99999.9543377
1.225,0.0,0.1666665,0.000333335,0.283062942189,0.0,-0.0956004175914,301.931817217,99999.965751
1.275,0.0,0.1666665,0.000333335,0.304448594867,0.0,-0.0907765079983,301.858267107,99999.9755465
1.325,0.0,0.1666665,0.000333335,0.324854401026,0.0,-0.085932154524,301.792266477,99999.983804
1.375,-1.79043095066e-18,0.1666665,0.000333335,0.344281675987,0.0,-0.081199884749,301.732925955,99999.9906903
1.425,0.0,0.1666665,0.000333335,0.362737830597,0.0,-0.0766487690281,301.679435245,99999.9963843
1.475,0.0,0.1666665,0.000333335,0.380250760969,0.0,-0.0723176031054,301.631074369,100000.001049
1.525,0.0,0.1666665,0.000333335,0.39685822949,0.0,-0.0682257626081,301.587212079,100000.00483
1.575,0.0,0.1666665,0.000333335,0.412603969896,0.0,-0.0643804235405,301.547298919,100000.00786
1.625,-1.79043095066e-18,0.1666665,0.000333335,0.427534747556,0.0,-0.0607812357586,301.510858289,100000.010253
1.675,0.0,0.1666665,0.000333335,0.441697872312,0.0,-0.0574230965673,301.477477351,100000.012108
1.725,0.0,0.1666665,0.000333335,0.455139605859,0.0,-0.054297873776,301.446798561,100000.013511
1.775,0.0,0.1666665,0.000333335,0.467904221751,0.0,-0.0513955137955,301.418512119,100000.014538
1.825,0.0,0.1666665,0.000333335,0.480033481286,0.0,-0.0487047657453,301.392349377,100000.01525
1.875,-1.79043095066e-18,0.1666665,0.000333335,0.491566388877,0.0,-0.0462136643312,301.368077145,100000.015703
1.925,0.0,0.1666665,0.000333335,0.502539131207,0.0,-0.0439098594065,301.345492811,100000.015942
1.975,0.0,0.1666665,0.000333335,0.512985134591,0.0,-0.0417808472177,301.324420159,100000.016008
2.025,-1.79043095066e-18,0.1666665,0.000333335,0.522935195893,0.0,-0.039814138591,301.304705807,100000.015934
2.075,-3.58086190133e-18,0.1666665,0.000333335,0.532417657909,0.0,-0.037997386123,301.286216144,100000.015748
2.125,-1.79043095066e-18,0.1666665,0.000333335,0.541458609804,0.0,-0.0363184846338,301.268834723,100000.015475
2.175,0.0,0.1666665,0.000333335,0.550082098965,0.0,-0.0347656530492,301.25246001,100000.015134
2.225,-1.79043095066e-18,0.1666665,0.000333335,0.558310346313,0.0,-0.0333275026081,301.237003444,100000.014744
2.275,-1.79043095066e-18,0.1666665,0.000333335,0.566163959565,0.0,-0.0319930951793,301.222387763,100000.014318
2.325,-3.58086190133e-18,0.1666665,0.000333335,0.573662135339,0.0,-0.0307519928418,301.208545543,100000.013868
2.375,-1.79043095066e-18,0.1666665,0.000333335,0.580822851799,0.0,-0.0295942967009,301.19541792,100000.013404
2.425,0.0,0.1666665,0.000333335,0.587663067494,0.0,-0.0285107079464,301.18295346,100000.012934
2.475,-1.79043095066e-18,0.1666665,0.000333335,0.594198873995,0.0,-0.0274926516296,301.17110715,100000.012464
2.525,-1.79043095066e-18,0.1666665,0.000333335,0.60044561169,0.0,-0.0265322331519,301.159839513,100000.012
2.575,-3.58086190133e-18,0.1666665,0.000333335,0.606418014612,0.0,-0.0256221501013,301.149115826,100000.011545
2.625,-1.79043095066e-18,0.1666665,0.000333335,0.612130348745,0.0,-0.0247556758126,301.138905422,100000.011103
2.675,-3.58086190133e-18,0.1666665,0.000333335,0.617596517232,0.0,-0.0239266642234,301.129181071,100000.010676
2.725,0.0,0.1666665,0.000333335,0.622830138283,0.0,-0.0231295540731,301.119918442,100000.010264
2.775,-1.79043095066e-18,0.1666665,0.000333335,0.627844600037,0.0,-0.0223593704556,301.111095627,100000.009869
2.825,-3.58086190133e-18,0.1666665,0.000333335,0.632653092908,0.0,-0.0216117271273,301.10269276,100000.009492
2.875,-1.79043095066e-18,0.1666665,0.000333335,0.637268619723,0.0,-0.0208828330601,301.094691691,100000.00913
2.925,-3.58086190133e-18,0.1666665,0.000333335,0.641703984608,0.0,-0.0201695063864,301.087075754,100000.008785
2.975,0.0,0.1666665,0.000333335,0.645971762636,0.0,-0.0194691967753,301.079829598,100000.008454
3.025,-1.79043095066e-18,0.1666665,0.000333335,0.650084253964,0.0,-0.0187800155259,301.072939088,100000.008137
3.075,-3.58086190133e-18,0.1666665,0.000333335,0.654053427344,0.0,-0.0181007700003,301.066391262,100000.007831
3.125,-1.79043095066e-18,0.1666665,0.000333335,0.657890860394,0.0,-0.0174309959426,301.060174331,100000.007533
3.175,-3.58086190133e-18,0.1666665,0.000333335,0.661607684563,0.0,-0.0167709787217,301.05427769,100000.007243
3.225,0.0,0.1666665,0.000333335,0.665214543828,0.0,-0.0161217525246,301.048691915,100000.006957
3.275,-1.79043095066e-18,0.1666665,0.000333335,0.668721575834,0.0,-0.0154850668236,301.043408697,100000.006671
3.325,-3.58086190133e-18,0.1666665,0.000333335,0.672138422123,0.0,-0.0148633132715,301.038420686,100000.006383
3.375,-1.79043095066e-18,0.1666665,0.000333335,0.67547427127,0.0,-0.0142594151549,301.033721191,100000.006088
3.425,-3.58086190133e-18,0.1666665,0.000333335,0.678737933879,0.0,-0.0136766959465,301.0293037,100000.005784
3.475,0.0,0.1666665,0.000333335,0.681937947381,0.0,-0.0131187616809,301.025161236,100000.005465
3.525,-1.79043095066e-18,0.1666665,0.000333335,0.685082695827,0.0,-0.0125894487113,301.021285544,100000.005129
3.575,-3.58086190133e-18,0.1666665,0.000333335,0.688180575257,0.0,-0.0120928994876,301.017666183,100000.004772
3.625,-1.79043095066e-18,0.1666665,0.000333335,0.691240018682,0.0,-0.011633817466,301.014289623,100000.004392
3.675,-3.58086190133e-18,0.1666665,0.000333335,0.694270116624,0.0,-0.0112179656874,301.011138447,100000.003987
3.725,0.0,0.1666665,0.000333335,0.697278637828,0.0,-0.0108528701215,301.008190767,100000.003555
3.775,-1.79043095066e-18,0.1666665,0.000333335,0.700280795143,0.0,-0.010549190546,301.005419837,100000.003103
3.825,-3.58086190133e-18,0.1666665,0.000333335,0.703262113512,0.0,-0.0103210754081,301.00279402,100000.002617
3.875,-1.79043095066e-18,0.1666665,0.000333335,0.706332985575,0.0,-0.0101936135225,301.000275944,100000.002162
3.925,-3.58086190133e-18,0.1666665,0.000333335,0.709080392332,0.0,-0.0101792358662,300.997826853,100000.0015
3.975,0.0,0.1666665,0.000333335,0.713300522951,0.0,-0.010292466709,300.99545443,100000.001645
-1.975,-1.74224418744e-18,0.2333335,0.000333335,0.999835708506,0.0,0.00234387144742,300.000000161,100000.163854
-1.925,0.0,0.2333335,0.000333335,0.999214335241,0.0,0.00470713766819,300.000000769,100000.164235
-1.875,9.63735264432e-20,0.2333335,0.000333335,0.998061233631,0.0,0.0071245658713,300.000001899,100000.165293
-1.825,0.0,0.2333335,0.000333335,0.996434974267,0.0,0.0096257434622,300.000003489,100000.166902
-1.775,1.79043095066e-18,0.2333335,0.000333335,0.994324742572,0.0,0.0122406230358,300.000005546,100000.169047
-1.725,-1.79043095066e-18,0.2333335,0.000333335,0.991700763833,0.0,0.0150025303076,300.000008097,100000.171761
-1.675,0.0,0.2333335,0.000333335,0.988534254301,0.0,0.0179484238353,300.000011162,100000.17507
-1.625,9.63735264432e-20,0.2333335,0.000333335,0.984791384236,0.0,0.0211196687506,300.000014768,100000.179002
-1.575,0.0,0.2333335,0.000333335,0.980430580179,0.0,0.024563294549,300.000018945,100000.18359
-1.525,1.79043095066e-18,0.2333335,0.000333335,0.975402309582,0.0,0.0283334663206,300.00002373,100000.188874
-1.475,-1.79043095066e-18,0.2333335,0.000333335,0.969648300765,0.0,0.0324932558933,300.000029161,100000.1949
-1.425,0.0,0.2333335,0.000333335,0.96310030253,0.0,0.0371168473495,300.000035285,100000.201719
-1.375,9.63735264432e-20,0.2333335,0.000333335,0.955678667033,0.0,0.0422923077734,300.000042152,100000.209389
-1.325,0.0,0.2333335,0.000333335,0.947290709044,0.0,0.0481250937078,300.000049816,100000.217973
-1.275,1.79043095066e-18,0.2333335,0.000333335,0.937828783562,0.0,0.0547425262449,300.000058334,100000.227539
-1.225,-1.79043095066e-18,0.2333335,0.000333335,0.927168064358,0.0,0.0622995479556,300.000067767,100000.23816
-1.175,1.79043095066e-18,0.2333335,0.000333335,0.915164031056,0.0,0.0709861853296,300.000078173,100000.249909
-1.125,9.63735264432e-20,0.2333335,0.000333335,0.901649702169,0.0,0.0810372892701,300.000089605,100000.262858
-1.075,0.0,0.2333335,0.000333335,0.886432772628,0.0,0.0927453424321,300.000102105,100000.277069
-1.025,1.79043095066e-18,0.2333335,0.000333335,0.869292850222,0.0,0.106477354733,300.000115688,100000.292584
-0.975,0.0,0.2333335,0.000333335,0.849979775515,0.0,0.122697404592,300.000130329,100000.309407
-0.925,0.0,0.2333335,0.000333335,0.828212902062,0.0,0.14199602569,300.000145929,100000.327474
-0.875,0.0,0.2333335,0.000333335,0.803688027947,0.0,0.165131332609,300.000162271,100000.34661
-0.825,0.0,0.2333335,0.000333335,0.776083236898,0.0,0.193073080264,300.000178953,100000.366441
-0.775,0.0,0.2333335,0.000333335,0.745103096049,0.0,0.227097484163,300.000195251,100000.386282
-0.725,0.0,0.2333335,0.000333335,0.710551286549,0.0,0.268743571511,300.000209966,100000.404904
-0.675,0.0,0.2333335,0.000333335,0.67212147373,0.0,0.320362962626,300.000221258,100000.420035
-0.625,0.0,0.2333335,0.000333335,0.632148338158,0.0,0.383417121113,300.000239604,100000.428987
-0.575,0.0,0.2333335,0.000333335,0.581667993015,0.0,0.46466443407,300.008915195,100000.419785
-0.525,0.0,0.2333335,0.000333335,0.559374588788,5.22963586264e-14,0.573672498931,300.114585232,100000.410225
0.525,0.0,0.2333335,0.000333335,0.101289170149,-4.34249092813e-14,0.073988693993,304.926127016,99999.7347502
0.575,0.0,0.2333335,0.000333335,0.0625407259798,0.0,0.0288646246759,304.379277975,99999.7726859
0.625,0.0,0.2333335,0.000333335,0.163779687776,0.0,-0.0249055229212,304.017993904,99999.7632458
0.675,0.0,0.2333335,0.000333335,0.220003132511,0.0,-0.0715651786514,303.708914836,99999.7694988
0.725,0.0,0.2333335,0.000333335,0.261866134415,0.0,-0.103683110848,303.420354265,99999.7846978
0.775,0.0,0.2333335,0.000333335,0.297059839905,0.0,-0.124414495931,303.151221472,99999.8036246
0.825,0.0,0.2333335,0.000333335,0.327305345648,0.0,-0.136693613724,302.905118062,99999.8248409
0.875,0.0,0.2333335,0.000333335,0.354291401879,0.0,-0.143061522671,302.68355353,99999.846548
0.925,0.0,0.2333335,0.000333335,0.378803373581,0.0,-0.145250270674,302.48609818,99999.8676911
0.975,0.0,0.2333335,0.000333335,0.401326324512,0.0,-0.144513762201,302.311209158,99999.88763
1.025,-1.79043095066e-18,0.2333335,0.000333335,0.422162952578,0.0,-0.141746479842,302.156819444,99999.906004
1.075,1.79043095066e-18,0.2333335,0.000333335,0.441561580073,0.0,-0.137544416174,302.020743353,99999.9226677
1.125,9.63735264432e-20,0.2333335,0.000333335,0.459769026212,0.0,-0.132394856319,301.900888972,99999.9375305
1.175,0.0,0.2333335,0.000333335,0.476924698408,0.0,-0.126703266825,301.795278251,99999.9505783
1.225,1.79043095066e-18,0.2333335,0.000333335,0.493095486309,0.0,-0.120707645382,301.702114123,99999.9619295
1.275,-1.79043095066e-18,0.2333335,0.000333335,0.508379469092,0.0,-0.114584216442,301.619805998,99999.9717041
1.325,0.0,0.2333335,0.000333335,0.522860738375,0.0,-0.108499302079,301.546949859,99999.9800114
1.375,9.63735264432e-20,0.2333335,0.000333335,0.536582907112,0.0,-0.102571037577,301.482311823,99999.986998
1.425,0.0,0.2333335,0.000333335,0.549578000576,0.0,-0.0968737115127,301.424817619,99999.992822
1.475,1.79043095066e-18,0.2333335,0.000333335,0.56187879726,0.0,-0.0914521264646,301.373536938,99999.9976323
1.525,-1.79043095066e-18,0.2333335,0.000333335,0.573518589159,0.0,-0.0863301950075,301.327666682,100000.001566
1.575,0.0,0.2333335,0.000333335,0.584531200858,0.0,-0.0815173035022,301.286514677,100000.004748
1.625,9.63735264432e-20,0.2333335,0.000333335,0.594950836835,0.0,-0.0770130586987,301.249484558,100000.007289
1.675,0.0,0.2333335,0.000333335,0.604811489089,0.0,-0.0728105709315,301.216062287,100000.009285
1.725,1.79043095066e-18,0.2333335,0.000333335,0.614146351518,0.0,-0.068898711359,301.185804413,100000.010822
1.775,-1.79043095066e-18,0.2333335,0.000333335,0.622987367455,0.0,-0.0652636741041,301.158327973,100000.011973
1.825,0.0,0.2333335,0.000333335,0.631364907038,0.0,-0.061890058273,301.133301866,100000.012803
1.875,9.63735264432e-20,0.2333335,0.000333335,0.639307565011,0.0,-0.0587616201393,301.110439516,100000.013366
1.925,0.0,0.2333335,0.000333335,0.646842063587,0.0,-0.0558617988372,301.089492629,100000.013709
1.975,1.79043095066e-18,0.2333335,0.000333335,0.653993239983,0.0,-0.0531740854719,301.070245869,100000.013873
2.025,9.63735264432e-20,0.2333335,0.000333335,0.660784099416,0.0,-0.0506822835916,301.052512314,100000.013892
2.075,0.0,0.2333335,0.000333335,0.667235915765,0.0,-0.0483706930695,301.036129564,100000.013794
2.125,9.63735264432e-20,0.2333335,0.000333335,0.673368365467,0.0,-0.0462242395981,301.020956405,100000.013606
2.175,0.0,0.2333335,0.000333335,0.679199681967,0.0,-0.0442285656877,301.006869931,100000.013346
2.225,9.63735264432e-20,0.2333335,0.000333335,0.684746821154,0.0,-0.0423700925505,300.993763067,100000.013033
2.275,9.63735264432e-20,0.2333335,0.000333335,0.69002563004,0.0,-0.0406360605928,300.981542424,100000.01268
2.325,0.0,0.2333335,0.000333335,0.69505101256,0.0,-0.0390145541087,300.970126445,100000.012301
2.375,9.63735264432e-20,0.2333335,0.000333335,0.699837089473,0.0,-0.0374945104554,300.959443788,100000.011904
2.425,0.0,0.2333335,0.000333335,0.704397343548,0.0,-0.0360657179021,300.949431918,100000.011497
2.475,9.63735264432e-20,0.2333335,0.000333335,0.708744730061,0.0,-0.0347188144803,300.940035881,100000.011088
2.525,9.63735264432e-20,0.2333335,0.000333335,0.712891770589,0.0,-0.0334452625089,300.931207228,100000.01068
2.575,0.0,0.2333335,0.000333335,0.716850655763,0.0,-0.0322373127028,300.922903089,100000.010278
2.625,9.63735264432e-20,0.2333335,0.000333335,0.720633345136,0.0,-0.0310879717552,300.915085351,100000.009885
2.675,0.0,0.2333335,0.000333335,0.724251651348,0.0,-0.0299909700363,300.907719947,100000.009502
2.725,9.63735264432e-20,0.2333335,0.000333335,0.727717306031,0.0,-0.0289407284224,300.900776217,100000.009131
2.775,9.63735264432e-20,0.2333335,0.000333335,0.731042009173,0.0,-0.0279323255716,300.894226345,100000.008773
2.825,0.0,0.2333335,0.000333335,0.734237463437,0.0,-0.0269614683942,300.888044858,100000.008427
2.875,9.63735264432e-20,0.2333335,0.000333335,0.737315394422,0.0,-0.0260244680426,300.882208182,100000.008093
2.925,0.0,0.2333335,0.000333335,0.740287557208,0.0,-0.0251182236838,300.876694253,100000.007771
2.975,9.63735264432e-20,0.2333335,0.000333335,0.743165729418,0.0,-0.0242402156569,300.871482177,100000.007458
3.025,9.63735264432e-20,0.2333335,0.000333335,0.745961691861,0.0,-0.0233885084516,300.866551946,100000.007155
3.075,0.0,0.2333335,0.000333335,0.748687198649,0.0,-0.0225617624977,300.861884197,100000.006858
3.125,9.63735264432e-20,0.2333335,0.000333335,0.751353940191,0.0,-0.0217592522276,300.857460022,100000.006566
3.175,0.0,0.2333335,0.000333335,0.753973504603,0.0,-0.020980885706,300.853260817,100000.006278
3.225,9.63735264432e-20,0.2333335,0.000333335,0.756557344204,0.0,-0.0202272200172,300.84926816,100000.005991
3.275,9.63735264432e-20,0.2333335,0.000333335,0.759116754596,0.0,-0.0194994656563,300.845463686,100000.005702
3.325,0.0,0.2333335,0.000333335,0.761662871401,0.0,-0.0187994742101,300.841828947,100000.005411
3.375,9.63735264432e-20,0.2333335,0.000333335,0.764206684924,0.0,-0.0181297062277,300.838345199,100000.005114
3.425,0.0,0.2333335,0.000333335,0.76675906255,0.0,-0.0174931825366,300.834993097,100000.004809
3.475,9.63735264432e-20,0.2333335,0.000333335,0.769330759402,0.0,-0.0168934312959,300.83175229,100000.004494
3.525,9.63735264432e-20,0.2333335,0.000333335,0.771932374555,0.0,-0.0163344537718,300.828600956,100000.004168
3.575,0.0,0.2333335,0.000333335,0.774574252914,0.0,-0.015820743477,300.825515408,100000.003829
3.625,9.63735264432e-20,0.2333335,0.000333335,0.777266109834,0.0,-0.0153573957083,300.822469928,100000.003478
3.675,0.0,0.2333335,0.000333335,0.780017097946,0.0,-0.0149503529164,300.819437008,100000.003114
3.725,9.63735264432e-20,0.2333335,0.000333335,0.782832995299,0.0,-0.0146067923109,300.816388057,100000.002741
3.775,9.63735264432e-20,0.2333335,0.000333335,0.785724148793,0.0,-0.0143358060749,300.813294471,100000.002365
3.825,0.0,0.2333335,0.000333335,0.788665936021,0.0,-0.0141489355009,300.810128629,100000.001979
3.875,9.63735264432e-20,0.2333335,0.000333335,0.791755063347,0.0,-0.0140629498033,300.806865339,100000.001656
3.925,0.0,0.2333335,0.000333335,0.794540263579,0.0,-0.0140928085389,300.803480669,100000.00115
3.975,9.63735264432e-20,0.2333335,0.000333335,0.798806335438,0.0,-0.0142240549878,300.800004391,100000.001583
-1.975,0.0,0.3,0.00033333,0.999851041979,0.0,0.0029253664482,300.000000144,100000.159759
-1.925,0.0,0.3,0.00033333,0.999287570576,0.0,0.00587428982781,300.00000069,100000.160104
-1.875,0.0,0.3,0.00033333,0.998242357744,0.0,0.00888892307275,300.000001705,100000.161063
-1.825,0.0,0.3,0.00033333,0.996769812749,0.0,0.0120050468803,300.000003132,100000.16252
-1.775,0.0,0.3,0.00033333,0.994861944303,0.0,0.0152587772375,300.000004974,100000.16446
-1.725,0.0,0.3,0.00033333,0.99249423145,0.0,0.0186901629732,300.000007253,100000.16691
-1.675,0.0,0.3,0.00033333,0.989643894324,0.0,0.0223434192039,300.000009984,100000.169889
-1.625,0.0,0.3,0.00033333,0.986284598461,0.0,0.0262677759476,300.000013185,100000.173417
-1.575,0.0,0.3,0.00033333,0.98238426449,0.0,0.0305188833019,300.000016878,100000.177518
-1.525,0.0,0.3,0.00033333,0.977905213911,0.0,0.0351604296004,300.000021087,100000.182219
-1.475,0.0,0.3,0.00033333,0.972803905624,0.0,0.040266063461,300.000025837,100000.187552
-1.425,0.0,0.3,0.00033333,0.9670303943,0.0,0.0459217584052,300.000031156,100000.193549
-1.375,0.0,0.3,0.00033333,0.960527813021,0.0,0.0522287425196,300.000037072,100000.200245
-1.325,0.0,0.3,0.00033333,0.953231896548,0.0,0.0593071493257,300.000043613,100000.207673
-1.275,0.0,0.3,0.00033333,0.945070572711,0.0,0.0673005981391,300.000050803,100000.215867
-1.225,0.0,0.3,0.00033333,0.935963713654,0.0,0.0763819740283,300.000058661,100000.224855
-1.175,0.0,0.3,0.00033333,0.925823191879,0.0,0.0867607590098,300.000067194,100000.234654
-1.125,0.0,0.3,0.00033333,0.914553457667,0.0,0.0986923686646,300.000076393,100000.245267
-1.075,0.0,0.3,0.00033333,0.902052977333,0.0,0.11249008682,300.000086222,100000.256668
-1.025,0.0,0.3,0.00033333,0.888217006519,0.0,0.128540326485,300.000096599,100000.26879
-0.975,0.0,0.3,0.00033333,0.872942454177,0.0,0.147322235341,300.000107383,100000.2815
-0.925,0.0,0.3,0.00033333,0.856135808949,0.0,0.169432455079,300.000118334,100000.294565
-0.875,0.0,0.3,0.00033333,0.837724516456,0.0,0.195617507556,300.000129072,100000.307605
-0.825,0.0,0.3,0.00033333,0.817679174548,0.0,0.226810793499,300.000139003,100000.320016
-0.775,0.0,0.3,0.00033333,0.796009030557,0.0,0.264189452562,300.000147251,100000.330857
-0.725,0.0,0.3,0.00033333,0.77291762772,0.0,0.309208845012,300.000152418,100000.338777
-0.675,0.0,0.3,0.00033333,0.74822322511,0.0,0.363705527979,300.000152861,100000.341487
-0.625,0.0,0.3,0.00033333,0.723647508619,0.0,0.430055128652,300.000150231,100000.337067
-0.575,0.0,0.3,0.00033333,0.694552080326,0.0,0.509926172069,300.003101188,100000.318789
-0.525,0.0,0.3,0.00033333,0.678826626833,-6.26288116753e-14,0.630846768704,300.053319624,100000.289763
0.475,9.43414944112e-19,0.3,0.00033333,0.124650933532,3.53017175849e-13,0.0832830508741,306.674419245,99999.7364555
0.525,0.0,0.3,0.00033333,0.26934441325,0.0,-0.0724101903728,305.169670739,99999.7612126
0.575,0.0,0.3,0.00033333,0.380540056588,0.0,-0.104350149842,304.301874055,99999.7657575
0.625,0.0,0.3,0.00033333,0.457365799214,0.0,-0.129259386592,303.711016138,99999.7691641
0.675,0.0,0.3,0.00033333,0.511517197156,0.0,-0.14925286927,303.255991587,99999.7777184
0.725,0.0,0.3,0.00033333,0.551066899965,0.0,-0.162625352273,302.888056387,99999.7909128
0.775,0.0,0.3,0.00033333,0.580810825033,0.0,-0.170738258849,302.582683689,99999.8075054
0.825,0.0,0.3,0.00033333,0.603965659416,0.0,-0.174627498394,302.325476468,99999.8262472
