x_m,y_m,z_m,cell_volume_m3,U_x_m_per_s,U_y_m_per_s,U_z_m_per_s,T_K,p_m2_per_s2,p_rgh_m2_per_s2,k_m2_per_s2,epsilon_m2_per_s3,nut_m2_per_s,alphat_m2_per_s
3.75,0.75,5.75,0.125,0.00886592,-0.00249551,-0.00594387,300.648,-4.89629,2.44691,1.96438e-05,6.61089e-08,0.000525332,0.000618033
4.25,0.75,5.75,0.125,0.0103691,-0.00184595,-0.0105124,300.649,-4.89634,2.44683,2.17976e-05,1.02502e-07,0.000417183,0.000490782
4.75,0.75,5.75,0.125,0.00811479,0.00458819,-0.0103005,300.662,-4.89642,2.44647,6.15457e-05,7.42012e-07,0.000459438,0.00054047
5.25,0.75,5.75,0.125,-0.00812858,0.00463721,-0.0102608,300.662,-4.89642,2.44647,6.17505e-05,7.46205e-07,0.000459902,0.000541129
5.75,0.75,5.75,0.125,-0.0103833,-0.00181393,-0.0103837,300.649,-4.89634,2.44683,2.1924e-05,1.03419e-07,0.000418293,0.00049219
6.25,0.75,5.75,0.125,-0.00885264,-0.00247118,-0.00577664,300.648,-4.89629,2.44691,1.97829e-05,6.66542e-08,0.000528437,0.00062183
6.75,0.75,5.75,0.125,-0.00619651,-0.00203354,-0.00405605,300.648,-4.89626,2.44694,1.75061e-05,5.35884e-08,0.000514693,0.00060567
7.25,0.75,5.75,0.125,-0.00410354,-0.00193049,-0.00287097,300.647,-4.89625,2.44696,1.64513e-05,4.98586e-08,0.000488541,0.000574876
7.75,0.75,5.75,0.125,-0.00205961,-0.00191296,-0.00217655,300.647,-4.89625,2.44697,1.59744e-05,4.92834e-08,0.000466003,0.000548382
8.25,0.75,5.75,0.125,-0.000281236,-0.00192494,-0.00142517,300.646,-4.89626,2.44698,1.5212e-05,4.77984e-08,0.000435713,0.000512768
8.75,0.75,5.75,0.125,0.00124335,-0.00207324,-0.00021739,300.646,-4.89627,2.44698,1.31877e-05,4.01095e-08,0.00039024,0.000454276
9.25,0.75,5.75,0.125,0.00144859,-0.00126454,0.00127421,300.645,-4.89627,2.44699,1.05299e-05,3.04123e-08,0.000328127,0.000387619
9.75,0.75,5.75,0.125,0.00140948,-0.00109432,0.00380984,300.645,-4.89627,2.44699,6.15392e-06,2.50122e-08,0.000136268,0.000167157
0.25,1.25,5.75,0.125,-0.00177325,-0.00171684,0.00246181,300.657,-9.79169,2.44663,7.70717e-06,3.46352e-08,0.000154353,0.000187979
0.75,1.25,5.75,0.125,-0.000636931,-0.00178817,-0.000706764,300.657,-9.79168,2.44664,1.5011e-05,5.72748e-08,0.000354078,0.000416408
1.25,1.25,5.75,0.125,0.000175562,-0.00210981,-0.0020437,300.658,-9.79167,2.44664,1.91698e-05,7.5057e-08,0.000440644,0.00051776
1.75,1.25,5.75,0.125,0.00152727,-0.00258977,-0.00246014,300.658,-9.79166,2.44663,2.06524e-05,7.80187e-08,0.000492021,0.000578733
2.25,1.25,5.75,0.125,0.00281388,-0.00280396,-0.00251972,300.659,-9.79165,2.44661,2.06211e-05,7.34051e-08,0.000521364,0.000613323
2.75,1.25,5.75,0.125,0.00432525,-0.0028805,-0.00272169,300.659,-9.79164,2.4466,2.00281e-05,6.70316e-08,0.000538571,0.000633573
3.25,1.25,5.75,0.125,0.00573742,-0.00295064,-0.00357548,300.66,-9.79165,2.44657,1.98789e-05,6.44071e-08,0.000552198,0.000649605
3.75,1.25,5.75,0.125,0.00797011,-0.00304931,-0.00483722,300.661,-9.79166,2.44654,2.12055e-05,7.74531e-08,0.000522519,0.000614684
4.25,1.25,5.75,0.125,0.00870538,-0.00122355,-0.00888668,300.662,-9.79171,2.44644,2.86521e-05,2.2287e-07,0.000331517,0.000389976
4.75,1.25,5.75,0.125,0.00686185,0.0117079,-0.00634711,300.677,-9.79176,2.44585,0.000132302,2.77193e-06,0.000568323,0.000668558
5.25,1.25,5.75,0.125,-0.00694891,0.0117612,-0.0062922,300.677,-9.79176,2.44585,0.000132505,2.78007e-06,0.000568399,0.000668786
5.75,1.25,5.75,0.125,-0.00875361,-0.0011537,-0.00875357,300.662,-9.79171,2.44644,2.86989e-05,2.23983e-07,0.000330946,0.000389359
6.25,1.25,5.75,0.125,-0.00797575,-0.00299584,-0.0046933,300.661,-9.79166,2.44654,2.1231e-05,7.75682e-08,0.000522997,0.000615312
6.75,1.25,5.75,0.125,-0.0057013,-0.00289977,-0.00342748,300.66,-9.79165,2.44657,1.98809e-05,6.41864e-08,0.000554207,0.000652072
7.25,1.25,5.75,0.125,-0.00426198,-0.00282849,-0.00258091,300.66,-9.79164,2.4466,2.00194e-05,6.67084e-08,0.000540709,0.000636174
7.75,1.25,5.75,0.125,-0.00273686,-0.00275132,-0.00239655,300.659,-9.79165,2.44661,2.06309e-05,7.31729e-08,0.000523514,0.000615925
8.25,1.25,5.75,0.125,-0.00145765,-0.00253677,-0.00235781,300.658,-9.79166,2.44663,2.06762e-05,7.79107e-08,0.000493839,0.000581014
8.75,1.25,5.75,0.125,-0.000145134,-0.00207804,-0.00202708,300.658,-9.79167,2.44664,1.91909e-05,7.50865e-08,0.000441441,0.000518963
9.25,1.25,5.75,0.125,0.000589662,-0.00175983,-0.000807778,300.657,-9.79168,2.44664,1.50123e-05,5.7372e-08,0.000353539,0.000416319
9.75,1.25,5.75,0.125,0.00169771,-0.00160566,0.00240375,300.657,-9.79169,2.44663,7.65946e-06,3.43081e-08,0.000153901,0.000183986
0.25,1.75,5.75,0.125,0.00141164,0.00257467,-0.00193666,300.668,-14.6869,2.44619,1.03197e-05,5.29194e-08,0.000181118,0.000212354
0.75,1.75,5.75,0.125,0.00181322,0.00144634,-0.00403108,300.667,-14.6869,2.44622,1.76063e-05,8.10182e-08,0.000344346,0.000404748
1.25,1.75,5.75,0.125,0.00234328,0.000383888,-0.0046272,300.667,-14.6869,2.44625,2.24789e-05,1.00422e-07,0.000452859,0.000532646
1.75,1.75,5.75,0.125,0.00328135,-0.000540102,-0.00449162,300.667,-14.6869,2.44627,2.47595e-05,1.06098e-07,0.000520018,0.00061173
2.25,1.75,5.75,0.125,0.00426447,-0.00120404,-0.00404736,300.667,-14.6869,2.44628,2.50595e-05,1.01257e-07,0.000558163,0.00065661
2.75,1.75,5.75,0.125,0.00536871,-0.00169596,-0.00372653,300.667,-14.6869,2.44628,2.40539e-05,9.05836e-08,0.000574862,0.000676253
3.25,1.75,5.75,0.125,0.00621519,-0.00210383,-0.0040342,300.667,-14.6869,2.44626,2.30353e-05,8.24873e-08,0.000578951,0.000681057
3.75,1.75,5.75,0.125,0.00792174,-0.00235212,-0.00469802,300.668,-14.6869,2.44624,2.37265e-05,9.92526e-08,0.000510466,0.000600476
4.25,1.75,5.75,0.125,0.00788973,0.00064587,-0.00808759,300.67,-14.6869,2.44608,4.10482e-05,4.57221e-07,0.000331669,0.000390139
4.75,1.75,5.75,0.125,0.00601002,0.0185342,-0.00384027,300.687,-14.6869,2.44515,0.000219198,5.6146e-06,0.000770188,0.000906043
5.25,1.75,5.75,0.125,-0.00615314,0.0185686,-0.00378225,300.687,-14.6869,2.44515,0.000219263,5.62413e-06,0.000769338,0.000905189
5.75,1.75,5.75,0.125,-0.0079585,0.000718282,-0.00795884,300.67,-14.6869,2.44608,4.10362e-05,4.58908e-07,0.000330256,0.000388515
6.25,1.75,5.75,0.125,-0.0079334,-0.00231335,-0.00457792,300.668,-14.6869,2.44624,2.3634e-05,9.88929e-08,0.000508338,0.000597976
6.75,1.75,5.75,0.125,-0.00618508,-0.00206458,-0.00393197,300.667,-14.6869,2.44626,2.29301e-05,8.18268e-08,0.00057831,0.000680353
7.25,1.75,5.75,0.125,-0.00532102,-0.00164321,-0.00364876,300.667,-14.6869,2.44628,2.39531e-05,8.98906e-08,0.000574449,0.000675814
7.75,1.75,5.75,0.125,-0.00421255,-0.00113364,-0.00399822,300.667,-14.6869,2.44628,2.49806e-05,1.00668e-07,0.000557898,0.000656342
8.25,1.75,5.75,0.125,-0.00324548,-0.000451915,-0.00446904,300.667,-14.6869,2.44627,2.46902e-05,1.05594e-07,0.000519579,0.000611269
8.75,1.75,5.75,0.125,-0.00233078,0.000455532,-0.00463456,300.667,-14.6869,2.44625,2.2428e-05,1.00096e-07,0.00045228,0.000532113
9.25,1.75,5.75,0.125,-0.00183593,0.00150214,-0.00408946,300.667,-14.6869,2.44622,1.75723e-05,8.09232e-08,0.000343423,0.000404153
9.75,1.75,5.75,0.125,-0.00145871,0.00263547,-0.00205835,300.668,-14.6869,2.44618,1.03642e-05,5.35303e-08,0.0001806,0.00021249
0.25,2.25,5.75,0.125,0.00408298,0.00177185,0.000551969,300.682,-19.582,2.44532,1.89305e-05,1.31495e-07,0.000245279,0.000287849
0.75,2.25,5.75,0.125,0.00496967,0.00429729,-0.0013484,300.677,-19.582,2.44563,1.76862e-05,9.37702e-08,0.000300225,0.000352818
1.25,2.25,5.75,0.125,0.00456968,0.00305927,-0.00294696,300.675,-19.582,2.44578,2.00125e-05,9.21325e-08,0.00039123,0.000460111
1.75,2.25,5.75,0.125,0.00486098,0.00169789,-0.00407093,300.674,-19.582,2.44584,2.26982e-05,9.77236e-08,0.000474488,0.000558154
2.25,2.25,5.75,0.125,0.00568551,0.000812475,-0.004681,300.674,-19.582,2.44586,2.43732e-05,9.9775e-08,0.000535852,0.000630378
2.75,2.25,5.75,0.125,0.00669395,7.33409e-05,-0.00489797,300.674,-19.582,2.44589,2.48625e-05,9.67591e-08,0.000574964,0.00067639
3.25,2.25,5.75,0.125,0.00730477,-0.000560448,-0.00526273,300.674,-19.582,2.4459,2.48247e-05,9.38767e-08,0.000590817,0.000695026
3.75,2.25,5.75,0.125,0.00854469,-0.00100661,-0.00547174,300.674,-19.582,2.4459,2.63017e-05,1.25226e-07,0.000497183,0.000584851
4.25,2.25,5.75,0.125,0.00782394,0.00301337,-0.00801396,300.676,-19.582,2.4457,5.82341e-05,8.20694e-07,0.000371892,0.000437473
4.75,2.25,5.75,0.125,0.00548529,0.0253214,-0.00249504,300.696,-19.5821,2.44437,0.000325452,9.41176e-06,0.00101285,0.00119155
5.25,2.25,5.75,0.125,-0.00565799,0.0253228,-0.00244182,300.696,-19.5821,2.44437,0.000325311,9.42169e-06,0.0010109,0.00118941
5.75,2.25,5.75,0.125,-0.00789947,0.0030508,-0.00790136,300.676,-19.582,2.4457,5.81066e-05,8.21217e-07,0.000370029,0.000435332
6.25,2.25,5.75,0.125,-0.00856622,-0.000996511,-0.00538426,300.674,-19.582,2.4459,2.61222e-05,1.24374e-07,0.000493779,0.000580822
6.75,2.25,5.75,0.125,-0.00730356,-0.000544144,-0.00521157,300.674,-19.582,2.4459,2.46293e-05,9.28414e-08,0.000588036,0.000691767
7.25,2.25,5.75,0.125,-0.00669394,0.000107558,-0.00488066,300.674,-19.582,2.44589,2.46486e-05,9.56042e-08,0.000571942,0.000672851
7.75,2.25,5.75,0.125,-0.00569852,0.000863398,-0.00468868,300.674,-19.582,2.44586,2.41586e-05,9.8603e-08,0.000532717,0.000626724
8.25,2.25,5.75,0.125,-0.00488568,0.00174765,-0.00408255,300.674,-19.582,2.44584,2.25227e-05,9.67729e-08,0.000471769,0.000555041
8.75,2.25,5.75,0.125,-0.00461639,0.00310229,-0.0029362,300.675,-19.582,2.44578,1.99381e-05,9.18732e-08,0.000389422,0.000458173
9.25,2.25,5.75,0.125,-0.00503651,0.00431495,-0.00130088,300.677,-19.582,2.44562,1.77664e-05,9.47877e-08,0.0002997,0.000352548
9.75,2.25,5.75,0.125,-0.00413612,0.00168578,0.000625447,300.682,-19.582,2.4453,1.91728e-05,1.34585e-07,0.000245819,0.000288868
0.25,2.75,5.75,0.125,0.0030747,-0.00734458,0.00249509,300.694,-24.4769,2.4444,4.2257e-05,4.40036e-07,0.000365218,0.000429456
0.75,2.75,5.75,0.125,0.00823968,0.00454856,0.00108702,300.687,-24.477,2.44486,2.8622e-05,2.21884e-07,0.000332289,0.000390708
1.25,2.75,5.75,0.125,0.00659701,0.00555598,-0.00083088,300.682,-24.477,2.44524,2.1831e-05,1.26225e-07,0.000339816,0.000399681
1.75,2.75,5.75,0.125,0.00624768,0.00443984,-0.00273896,300.68,-24.477,2.44543,2.09698e-05,9.80994e-08,0.000403426,0.000474577
2.25,2.75,5.75,0.125,0.00677845,0.0036131,-0.00430751,300.679,-24.477,2.44552,2.21687e-05,9.25797e-08,0.000477759,0.000562043
2.75,2.75,5.75,0.125,0.00773246,0.00320543,-0.00531747,300.678,-24.477,2.44557,2.33736e-05,9.15979e-08,0.000536795,0.000631496
3.25,2.75,5.75,0.125,0.00824671,0.00307645,-0.00612863,300.678,-24.477,2.4456,2.42528e-05,9.32795e-08,0.000567518,0.000667633
3.75,2.75,5.75,0.125,0.00925702,0.00323004,-0.00621318,300.678,-24.477,2.44562,2.72599e-05,1.43683e-07,0.000465463,0.000547563
4.25,2.75,5.75,0.125,0.00803015,0.00831904,-0.00819037,300.681,-24.4771,2.44535,7.53218e-05,1.22093e-06,0.000418209,0.000491975
4.75,2.75,5.75,0.125,0.0051679,0.0334307,-0.00179107,300.703,-24.4771,2.44357,0.000426313,1.31854e-05,0.00124053,0.00145942
5.25,2.75,5.75,0.125,-0.00534186,0.0334081,-0.00174653,300.703,-24.4771,2.44357,0.000426064,1.31985e-05,0.00123785,0.00145643
5.75,2.75,5.75,0.125,-0.00809977,0.00832894,-0.00810243,300.681,-24.4771,2.44535,7.51473e-05,1.22066e-06,0.000416365,0.000489878
6.25,2.75,5.75,0.125,-0.00928756,0.00323063,-0.00616273,300.678,-24.477,2.44562,2.70779e-05,1.42716e-07,0.000462381,0.000543909
6.75,2.75,5.75,0.125,-0.00827369,0.00308266,-0.00611586,300.678,-24.477,2.4456,2.40685e-05,9.23732e-08,0.00056441,0.000663971
7.25,2.75,5.75,0.125,-0.00777288,0.00322175,-0.00533629,300.678,-24.477,2.44557,2.31976e-05,9.07533e-08,0.000533661,0.000627808
7.75,2.75,5.75,0.125,-0.00683396,0.00363782,-0.00434538,300.679,-24.477,2.44552,2.20369e-05,9.19703e-08,0.000475224,0.000559077
8.25,2.75,5.75,0.125,-0.00630548,0.00446558,-0.00277602,300.68,-24.477,2.44543,2.09068e-05,9.78822e-08,0.000401896,0.000472827
8.75,2.75,5.75,0.125,-0.00664502,0.00557793,-0.000853019,300.682,-24.477,2.44524,2.18447e-05,1.26513e-07,0.000339467,0.000399377
9.25,2.75,5.75,0.125,-0.00827638,0.00454692,0.00107686,300.687,-24.477,2.44486,2.87052e-05,2.22783e-07,0.000332875,0.000391592
9.75,2.75,5.75,0.125,-0.00303761,-0.00743184,0.00247503,300.694,-24.4769,2.44441,4.23084e-05,4.41039e-07,0.000365273,0.000429652
0.25,3.25,5.75,0.125,-0.0018221,-0.0162396,0.00345529,300.695,-29.3718,2.44413,6.01769e-05,7.48134e-07,0.000435635,0.000512418
0.75,3.25,5.75,0.125,0.00956549,0.0020812,0.00209237,300.692,-29.372,2.44431,4.18722e-05,3.71799e-07,0.000424411,0.00049917
1.25,3.25,5.75,0.125,0.00722163,0.00523585,0.000192917,300.687,-29.372,2.44474,2.8109e-05,1.88187e-07,0.000377871,0.000444485
1.75,3.25,5.75,0.125,0.00742235,0.00460887,-0.00185353,300.685,-29.372,2.44501,2.41578e-05,1.28331e-07,0.000409286,0.000481478
2.25,3.25,5.75,0.125,0.00823178,0.0037073,-0.00392479,300.683,-29.372,2.44515,2.5112e-05,1.18686e-07,0.000478193,0.00056256
2.75,3.25,5.75,0.125,0.00930694,0.00338408,-0.00551009,300.682,-29.372,2.44522,2.74352e-05,1.25553e-07,0.000539549,0.000634751
3.25,3.25,5.75,0.125,0.00977171,0.00356019,-0.0067708,300.681,-29.372,2.44527,2.96128e-05,1.37232e-07,0.000575105,0.000676587
3.75,3.25,5.75,0.125,0.0106862,0.00435008,-0.00695857,300.681,-29.372,2.44531,3.46681e-05,2.12663e-07,0.000508638,0.000598415
4.25,3.25,5.75,0.125,0.00910033,0.0112574,-0.00923334,300.684,-29.3721,2.44496,9.4835e-05,1.62399e-06,0.000498422,0.000586368
4.75,3.25,5.75,0.125,0.00523399,0.0403456,-0.000971828,300.708,-29.3721,2.44267,0.000492828,1.5623e-05,0.00139917,0.00164606
5.25,3.25,5.75,0.125,-0.00538731,0.0403072,-0.000950962,300.708,-29.3721,2.44268,0.000492547,1.56403e-05,0.00139603,0.00164252
5.75,3.25,5.75,0.125,-0.00915869,0.0112462,-0.00916122,300.684,-29.3721,2.44496,9.46391e-05,1.62347e-06,0.000496524,0.000584216
6.25,3.25,5.75,0.125,-0.0107067,0.00434061,-0.00694589,300.681,-29.3721,2.44531,3.44887e-05,2.11508e-07,0.000506138,0.000595466
6.75,3.25,5.75,0.125,-0.00980478,0.00355805,-0.00679536,300.681,-29.372,2.44527,2.94556e-05,1.36361e-07,0.000572646,0.000673687
7.25,3.25,5.75,0.125,-0.00935585,0.00339335,-0.00556534,300.682,-29.372,2.44523,2.73173e-05,1.24924e-07,0.000537612,0.000632469
7.75,3.25,5.75,0.125,-0.00828737,0.00372495,-0.00399856,300.683,-29.372,2.44515,2.50695e-05,1.1849e-07,0.000477367,0.000561604
8.25,3.25,5.75,0.125,-0.00746406,0.00462462,-0.00193052,300.685,-29.372,2.44502,2.41819e-05,1.28491e-07,0.000409591,0.000481876
8.75,3.25,5.75,0.125,-0.0072373,0.00524115,0.000119439,300.687,-29.372,2.44475,2.81611e-05,1.88417e-07,0.000378812,0.000445654
9.25,3.25,5.75,0.125,-0.00955211,0.0020585,0.0020168,300.692,-29.372,2.44432,4.19301e-05,3.71867e-07,0.000425507,0.000500562
9.75,3.25,5.75,0.125,0.00186297,-0.0162969,0.0033688,300.695,-29.3718,2.44415,6.00922e-05,7.46677e-07,0.000435256,0.000512054
0.25,3.75,5.75,0.125,-0.0071934,-0.0236971,0.00406407,300.696,-34.2667,2.44396,7.62203e-05,1.0666e-06,0.000490208,0.000576673
0.75,3.75,5.75,0.125,0.00558482,0.00103473,0.00201044,300.696,-34.2669,2.44377,7.3592e-05,7.028e-07,0.00069354,0.000815748
1.25,3.75,5.75,0.125,0.00426607,0.00776307,-0.000209803,300.692,-34.2669,2.44432,4.7972e-05,3.5206e-07,0.000588303,0.000692062
1.75,3.75,5.75,0.125,0.00568553,0.00834722,-0.00218359,300.689,-34.2669,2.44459,4.67588e-05,3.31448e-07,0.000593682,0.00069845
2.25,3.75,5.75,0.125,0.0068124,0.00867216,-0.00428565,300.688,-34.2669,2.4447,5.37066e-05,4.1376e-07,0.000627407,0.000738171
2.75,3.75,5.75,0.125,0.00819788,0.00973942,-0.00592326,300.687,-34.2669,2.44474,5.99951e-05,4.96576e-07,0.000652361,0.000767561
3.25,3.75,5.75,0.125,0.00907856,0.0112339,-0.00738436,300.687,-34.2669,2.44475,6.17146e-05,5.2821e-07,0.000648951,0.000763565
3.75,3.75,5.75,0.125,0.0106214,0.0136128,-0.00760909,300.687,-34.267,2.44475,5.91671e-05,5.19972e-07,0.000605931,0.000712954
4.25,3.75,5.75,0.125,0.00880697,0.0216319,-0.00887321,300.691,-34.267,2.4442,0.000114814,1.88297e-06,0.00063007,0.000741284
4.75,3.75,5.75,0.125,0.00488431,0.0550577,0.00647741,300.723,-34.267,2.44065,0.000497765,1.51025e-05,0.00147653,0.00173706
5.25,3.75,5.75,0.125,-0.00500438,0.0550333,0.00644438,300.723,-34.267,2.44065,0.000497216,1.51072e-05,0.00147281,0.00173283
5.75,3.75,5.75,0.125,-0.00886557,0.0216187,-0.00886705,300.691,-34.267,2.44421,0.000114523,1.87933e-06,0.000628092,0.000739042
6.25,3.75,5.75,0.125,-0.0106293,0.0136123,-0.00763937,300.687,-34.267,2.44475,5.90696e-05,5.18934e-07,0.000605144,0.000712058
6.75,3.75,5.75,0.125,-0.0091003,0.0112442,-0.00744593,300.687,-34.2669,2.44475,6.16563e-05,5.2764e-07,0.000648424,0.000762987
7.25,3.75,5.75,0.125,-0.00822959,0.0097447,-0.00601424,300.687,-34.2669,2.44474,5.99542e-05,4.95883e-07,0.000652383,0.000767636
7.75,3.75,5.75,0.125,-0.00684307,0.00867452,-0.00439357,300.688,-34.2669,2.4447,5.37161e-05,4.13345e-07,0.00062826,0.000739228
8.25,3.75,5.75,0.125,-0.00569433,0.00834286,-0.00229554,300.689,-34.2669,2.4446,4.68181e-05,3.31394e-07,0.000595287,0.000700396
8.75,3.75,5.75,0.125,-0.00425,0.00774835,-0.000319265,300.691,-34.2669,2.44433,4.80133e-05,3.5159e-07,0.000590105,0.000694246
9.25,3.75,5.75,0.125,-0.00553969,0.00102059,0.00190107,300.696,-34.2669,2.44378,7.36442e-05,7.01564e-07,0.000695748,0.000818439
9.75,3.75,5.75,0.125,0.00720387,-0.0236996,0.00396552,300.696,-34.2667,2.44397,7.60313e-05,1.06273e-06,0.000489556,0.000575944
0.25,4.25,5.75,0.125,-0.0119235,-0.0253998,0.00519846,300.696,-39.1614,2.44403,9.25413e-05,1.42702e-06,0.000540112,0.000635412
0.75,4.25,5.75,0.125,-0.00642719,-0.0116989,0.00419522,300.701,-39.1617,2.44313,0.000102457,1.26573e-06,0.000746427,0.000878118
1.25,4.25,5.75,0.125,-0.00445125,-0.00458486,0.000771657,300.698,-39.1618,2.44347,0.000129836,1.46526e-06,0.00103543,0.00121816
1.75,4.25,5.75,0.125,-0.00290736,-0.00160265,-0.00043605,300.697,-39.1618,2.44348,0.00017351,2.23689e-06,0.00121129,0.00142511
2.25,4.25,5.75,0.125,-0.00181573,-0.00207034,-0.00131495,300.699,-39.1618,2.44326,0.000225779,3.29866e-06,0.00139082,0.0016364
2.75,4.25,5.75,0.125,-0.000856393,-0.00274794,-0.00138253,300.701,-39.1619,2.44295,0.000258893,4.11627e-06,0.00146548,0.00172428
3.25,4.25,5.75,0.125,-0.000800017,-0.00319233,-0.000677941,300.703,-39.162,2.44257,0.000258797,4.32924e-06,0.00139235,0.00163827
3.75,4.25,5.75,0.125,-0.000619451,-0.000626005,0.00175701,300.708,-39.162,2.44191,0.000208692,3.53434e-06,0.00110904,0.00130492
4.25,4.25,5.75,0.125,-0.00577831,0.0128149,0.00581208,300.723,-39.162,2.44003,0.000227911,4.68088e-06,0.000998727,0.00117499
4.75,4.25,5.75,0.125,-0.0010331,0.0577919,0.0266771,300.769,-39.1617,2.43468,0.000443478,1.23013e-05,0.00143892,0.00169281
5.25,4.25,5.75,0.125,0.000963128,0.0578085,0.0266114,300.769,-39.1617,2.43468,0.00044281,1.22868e-05,0.00143628,0.00168981
5.75,4.25,5.75,0.125,0.00568288,0.0126822,0.00568359,300.723,-39.162,2.44006,0.000226947,4.65251e-06,0.000996332,0.00117226
6.25,4.25,5.75,0.125,0.000542382,-0.000715543,0.00165488,300.708,-39.162,2.44193,0.0002086,3.52459e-06,0.00111112,0.00130739
6.75,4.25,5.75,0.125,0.0007538,-0.00322112,-0.000789428,300.703,-39.162,2.44258,0.000259117,4.33152e-06,0.00139506,0.00164153
7.25,4.25,5.75,0.125,0.000797968,-0.00275379,-0.00150717,300.701,-39.1619,2.44296,0.000258945,4.11252e-06,0.0014674,0.00172667
7.75,4.25,5.75,0.125,0.00176398,-0.00206187,-0.00144718,300.699,-39.1618,2.44327,0.000225611,3.29123e-06,0.00139189,0.00163779
8.25,4.25,5.75,0.125,0.00286904,-0.00158834,-0.000569201,300.697,-39.1618,2.4435,0.000173292,2.22982e-06,0.00121208,0.00142616
8.75,4.25,5.75,0.125,0.00443396,-0.00456902,0.00064352,300.697,-39.1618,2.44348,0.000129679,1.46067e-06,0.00103618,0.00121909
9.25,4.25,5.75,0.125,0.00642454,-0.0116703,0.00407168,300.7,-39.1618,2.44314,0.000102254,1.26059e-06,0.000746497,0.000878226
9.75,4.25,5.75,0.125,0.011911,-0.0253542,0.00508464,300.696,-39.1614,2.44405,9.22665e-05,1.42077e-06,0.000539271,0.00063444
0.25,4.75,5.75,0.125,-0.0236924,-0.0109027,0.00788569,300.695,-44.0553,2.44495,0.000112841,1.92151e-06,0.000596397,0.000701639
0.75,4.75,5.75,0.125,-0.0354491,0.00258372,0.0107607,300.706,-44.0559,2.44287,0.000139282,2.63508e-06,0.000662583,0.00077951
1.25,4.75,5.75,0.125,-0.0461451,0.00867464,0.012945,300.715,-44.0561,2.44151,0.00016387,3.36285e-06,0.000718681,0.00084551
1.75,4.75,5.75,0.125,-0.049996,0.0122174,0.015612,300.724,-44.056,2.44032,0.000188635,4.15331e-06,0.000771064,0.000907141
2.25,4.75,5.75,0.125,-0.0540298,0.0160813,0.0196652,300.734,-44.0559,2.43897,0.000216505,5.10701e-06,0.000826058,0.00097184
2.75,4.75,5.75,0.125,-0.0577096,0.0212378,0.0253802,300.747,-44.0557,2.43745,0.000244582,6.13199e-06,0.000877992,0.00103294
3.25,4.75,5.75,0.125,-0.0613055,0.0281829,0.0334009,300.761,-44.0554,2.43573,0.000273639,7.25649e-06,0.000928695,0.00109258
3.75,4.75,5.75,0.125,-0.0632462,0.0374066,0.0446035,300.778,-44.0549,2.43388,0.000306477,8.60099e-06,0.000982858,0.0011563
4.25,4.75,5.75,0.125,-0.0590727,0.0502311,0.0592238,300.798,-44.0538,2.43221,0.000351863,1.05804e-05,0.00105314,0.00123898
4.75,4.75,5.75,0.125,-0.0304776,0.0722807,0.0774082,300.826,-44.0508,2.4313,0.000415441,1.3574e-05,0.00114434,0.00134627
5.25,4.75,5.75,0.125,0.0304417,0.0724153,0.077255,300.826,-44.0508,2.43128,0.000413861,1.34981e-05,0.00114203,0.00134361
5.75,4.75,5.75,0.125,0.059034,0.0503276,0.0590429,300.798,-44.0538,2.43219,0.000350513,1.05209e-05,0.00105099,0.0012365
6.25,4.75,5.75,0.125,0.0631448,0.0374736,0.0444278,300.778,-44.0549,2.43388,0.000305392,8.55631e-06,0.000981007,0.00115417
6.75,4.75,5.75,0.125,0.0611672,0.0282081,0.0332266,300.761,-44.0554,2.43573,0.000272773,7.22285e-06,0.000927123,0.00109078
7.25,4.75,5.75,0.125,0.057566,0.021237,0.0252159,300.747,-44.0557,2.43746,0.000243866,6.10574e-06,0.00087661,0.00103135
7.75,4.75,5.75,0.125,0.0538895,0.0160662,0.0195094,300.734,-44.0559,2.43898,0.00021588,5.08545e-06,0.000824776,0.000970369
8.25,4.75,5.75,0.125,0.0498665,0.0121969,0.0154633,300.723,-44.056,2.44033,0.000188074,4.13524e-06,0.000769838,0.00090573
8.75,4.75,5.75,0.125,0.0460316,0.00866286,0.0128041,300.715,-44.0561,2.44152,0.000163361,3.34751e-06,0.000717496,0.000844142
9.25,4.75,5.75,0.125,0.0353645,0.00258392,0.0106271,300.706,-44.0559,2.44288,0.000138827,2.62239e-06,0.000661445,0.000778191
9.75,4.75,5.75,0.125,0.0236456,-0.0108775,0.00775183,300.695,-44.0553,2.44496,0.000112458,1.91186e-06,0.000595341,0.000700412
0.25,0.25,6.25,0.125,-0.000535044,-0.000658867,0.00319573,300.596,-0.0004113,2.4477,3.55525e-06,1.07125e-08,0.000106192,0.000125189
0.75,0.25,6.25,0.125,-0.000304992,-0.000493988,0.00156086,300.598,-0.000413678,2.44769,5.50773e-06,2.09476e-08,0.000130332,0.0001576
1.25,0.25,6.25,0.125,0.000180819,-0.000546047,-0.000648215,300.599,-0.000412928,2.44768,7.05665e-06,3.11684e-08,0.000143789,0.000183279
1.75,0.25,6.25,0.125,0.00160469,-0.000824093,-0.0020349,300.601,-0.000414963,2.44766,8.77011e-06,4.16098e-08,0.000166363,0.000195542
2.25,0.25,6.25,0.125,0.00323781,-0.000820774,-0.00320512,300.602,-0.000419493,2.44765,9.48165e-06,4.67668e-08,0.00017301,0.000203351
