cell_id,x_m,y_m,z_m,volume_m3,UMean_x,UMean_y,UMean_z,translationalT,internalT,overallT,p,rhoNMean,rhoMMean,dsmcRhoNMean,momentumMean_x,momentumMean_y,momentumMean_z,linearKEMean,internalEMean,iDofMean
2885,-0.0225,-0.0375,0.0075,1.25e-07,1955.573242,-4.607946952,3.276338626,296.3350325,302.8197573,298.9289224,0.4155174681,1.0156e+20,4.87411152e-06,12.695,0.009531682065,-2.245964732e-05,1.596923984e-05,9.943305306,0.4246102723,2.0312e+20
2886,-0.0175,-0.0375,0.0075,1.25e-07,1950.797774,-5.93883061,-0.5290946243,300.0830641,302.6648422,301.1157753,0.4221318492,1.01888e+20,4.89195856e-06,12.736,0.009543221869,-2.905251324e-05,-2.588308976e-06,9.941732717,0.4257636795,2.03776e+20
2887,-0.0125,-0.0375,0.0075,1.25e-07,1954.291668,-0.213762898,-0.04855729024,299.2469698,302.5135842,300.5536156,0.415336789,1.00528e+20,4.824164e-06,12.566,0.009427823511,-1.031227277e-06,-2.342483315e-07,9.835363767,0.4198706532,2.01056e+20
2888,-0.0075,-0.0375,0.0075,1.25e-07,1954.501967,0.006876911644,-2.849930046,297.4452688,300.0536912,298.4886378,0.4030786692,9.8152e+19,4.70886064e-06,12.269,0.009203477384,3.238241856e-08,-1.341992342e-05,9.598744452,0.4066134353,1.96304e+20
2889,-0.0025,-0.0375,0.0075,1.25e-07,1952.862251,3.356645098,-3.364586373,297.3741233,296.4134451,296.989852,0.4005188399,9.7552e+19,4.67815376e-06,12.194,0.009135789882,1.570290189e-05,-1.574005239e-05,9.521300691,0.3992249489,1.95104e+20
2890,0.0025,-0.0375,0.0075,1.25e-07,1946.529896,-0.763932233,-2.920922824,298.7499134,299.6573944,299.1129058,0.4099942535,9.94e+19,4.76864032e-06,12.425,0.009282300944,-3.642918048e-06,-1.392883035e-05,9.649151258,0.4112396497,1.988e+20
2891,0.0075,-0.0375,0.0075,1.25e-07,1946.186231,3.859278812,-0.4525914307,298.1207517,304.1267806,300.5231632,0.4071222033,9.8912e+19,4.73959312e-06,12.364,0.009224130869,1.829141131e-05,-2.145099231e-06,9.586657329,0.4153242077,1.97824e+20
2892,0.0125,-0.0375,0.0075,1.25e-07,1947.784181,9.545578792,0.01544157178,298.3361551,305.2743012,301.1114135,0.4071527497,9.8848e+19,4.736776e-06,12.356,0.009226217364,4.521526853e-05,7.314326659e-08,9.596285046,0.4166215493,1.97696e+20
2893,0.0175,-0.0375,0.0075,1.25e-07,1952.109204,6.573849646,-1.385512638,296.4049049,301.9080283,298.6061543,0.406939736,9.944e+19,4.76658128e-06,12.43,0.009304887188,3.133478866e-05,-6.604158606e-06,9.692595136,0.4144950751,1.9888e+20
2894,0.0225,-0.0375,0.0075,1.25e-07,1953.127965,8.325698859,-3.192573657,295.1491427,305.4225335,299.258499,0.4072694652,9.9944e+19,4.79181792e-06,12.493,0.009359033582,3.989523299e-05,-1.529823166e-05,9.750789802,0.4214454792,1.99888e+20
2895,0.0275,-0.0375,0.0075,1.25e-07,1955.096498,6.173945611,0.3671291383,294.3819011,299.6311609,296.481605,0.4078690348,1.00352e+20,4.81312016e-06,12.544,0.009410114369,2.971594209e-05,1.767036657e-06,9.810736434,0.4151419362,2.00704e+20
2896,0.0325,-0.0375,0.0075,1.25e-07,1951.522175,6.09088595,-3.979253841,299.7053201,299.0016576,299.4238551,0.416833631,1.00736e+20,4.8301288e-06,12.592,0.009426103463,2.941976364e-05,-1.922030858e-05,9.823003252,0.4158549691,2.01472e+20
2897,0.0375,-0.0375,0.0075,1.25e-07,1951.794497,6.014348202,-4.151256891,299.8007571,299.9042464,299.8421528,0.4140523696,1.00032e+20,4.7950096e-06,12.504,0.009358873352,2.883885737e-05,-1.990531665e-05,9.75450535,0.4141952978,2.00064e+20
2898,0.0425,-0.0375,0.0075,1.25e-07,1946.985594,5.628883791,-0.7878687058,300.333934,298.9465053,299.7789625,0.4115378325,9.9248e+19,4.75892432e-06,12.406,0.009265557095,2.678743197e-05,-3.749407545e-06,9.637336711,0.409636684,1.98496e+20
2899,0.0475,-0.0375,0.0075,1.25e-07,1949.29603,1.581916738,-5.144543391,299.2227527,301.2921521,300.0505125,0.4162616199,1.0076e+20,4.83394576e-06,12.595,0.00942279128,7.646899708e-06,-2.486844371e-05,9.808367265,0.4191404502,2.0152e+20
2900,-0.0475,-0.0325,0.0075,1.25e-07,1950.628924,-4.593594795,-6.281647976,295.2955263,303.9086153,298.7407619,0.404894794,9.9312e+19,4.7617944e-06,12.414,0.009288493889,-2.187375397e-05,-2.991191615e-05,9.666688801,0.4167046406,1.98624e+20
2901,-0.0425,-0.0325,0.0075,1.25e-07,1951.845058,-5.059255077,-2.802500298,297.9054252,300.0686573,298.770718,0.4134419016,1.0052e+20,4.81944928e-06,12.565,0.00940681826,-2.438282324e-05,-1.350650805e-05,9.800569324,0.4164440986,2.0104e+20
2902,-0.0375,-0.0325,0.0075,1.25e-07,1949.162491,-5.260079484,0.4600436254,299.0152278,298.1848436,298.6830741,0.4125711596,9.9936e+19,4.79494128e-06,12.492,0.009346119692,-2.522177225e-05,2.20588217e-06,9.727476553,0.4114254235,1.99872e+20
2903,-0.0325,-0.0325,0.0075,1.25e-07,1950.327427,-5.201222262,4.657929927,300.3042764,297.5385122,299.1979707,0.417135959,1.00608e+20,4.82518304e-06,12.576,0.009410686822,-2.509684945e-05,2.247536449e-05,9.802781857,0.4132941898,2.01216e+20
2904,-0.0275,-0.0325,0.0075,1.25e-07,1952.769668,-2.183981565,3.868373088,297.592505,292.3007856,295.4758172,0.4132705792,1.00584e+20,4.82502032e-06,12.573,0.009422153328,-1.053775543e-05,1.866497876e-05,9.819601091,0.4059218997,2.01168e+20
2905,-0.0225,-0.0325,0.0075,1.25e-07,1953.793478,-3.796188312,0.1149036083,291.7917251,295.9118332,293.4397683,0.4040224885,1.00288e+20,4.8087672e-06,12.536,0.009395337993,-1.825498584e-05,5.525447026e-07,9.784343462,0.4097272984,2.00576e+20
2906,-0.0175,-0.0325,0.0075,1.25e-07,1956.018361,0.9589611455,-3.53197586,293.6386472,295.637207,294.4380711,0.4115095978,1.01504e+20,4.86679408e-06,12.688,0.009519538578,4.667066426e-06,-1.718939921e-05,9.927493113,0.4143104093,2.03008e+20
2907,-0.0125,-0.0325,0.0075,1.25e-07,1956.3609,1.495056095,-7.618517408,296.4210878,294.4238924,295.6222096,0.4184210594,1.0224e+20,4.90393088e-06,12.78,0.009593858627,7.331651752e-06,-3.736068278e-05,10.01230433,0.4156018652,2.0448e+20
2908,-0.0075,-0.0325,0.0075,1.25e-07,1952.952527,0.5413998093,-7.072107735,291.819675,294.8007825,293.012118,0.4176631208,1.03664e+20,4.97364224e-06,12.958,0.009713287183,2.69272896e-06,-3.517413376e-05,10.11141417,0.4219297922,2.07328e+20
2909,-0.0025,-0.0325,0.0075,1.25e-07,1953.224881,0.512823259,-4.374347263,293.0689734,298.6070424,295.284201,0.4142395843,1.02376e+20,4.91518016e-06,12.797,0.009600452182,2.520618708e-06,-2.150070488e-05,9.997328084,0.4220673913,2.04752e+20
2910,0.0025,-0.0325,0.0075,1.25e-07,1954.535084,1.661250448,-2.630549452,292.6157442,300.2856061,295.683689,0.4085570464,1.01128e+20,4.85344096e-06,12.641,0.009486220634,8.062780968e-06,-1.276721646e-05,9.883434581,0.4192658896,2.02256e+20
2911,0.0075,-0.0325,0.0075,1.25e-07,1952.410017,-1.85963748,-2.176109944,293.8646089,301.8151915,297.0448419,0.4104630306,1.01168e+20,4.85673088e-06,12.646,0.009482330018,-9.031758773e-06,-1.056878037e-05,9.872412497,0.4215682136,2.02336e+20
2912,0.0125,-0.0325,0.0075,1.25e-07,1953.624499,-1.059624963,-0.8351719666,296.8209703,302.8472823,299.2314951,0.4185265416,1.02128e+20,4.90221824e-06,12.766,0.009577093652,-5.194512822e-06,-4.094195248e-06,9.982816666,0.4270238238,2.04256e+20
2913,0.0175,-0.0325,0.0075,1.25e-07,1952.434619,-2.899651104,1.458855208,296.3963498,297.0823961,296.6707683,0.4207105072,1.02808e+20,4.93484448e-06,12.851,0.009634961202,-1.430932725e-05,7.199223569e-06,10.03690766,0.4216842942,2.05616e+20
2914,0.0225,-0.0325,0.0075,1.25e-07,1951.018606,-2.021331089,1.727129211,295.3167803,296.1440581,295.6476914,0.4170579548,1.02288e+20,4.91045264e-06,12.786,0.009580384464,-9.925650584e-06,8.480986196e-06,9.971358458,0.418226269,2.04576e+20
2915,0.0275,-0.0325,0.0075,1.25e-07,1948.910443,1.245620939,-1.352542946,295.5874906,300.4775102,297.5434984,0.4146325148,1.016e+20,4.87575968e-06,12.7,0.009502418959,6.07334835e-06,-6.59467436e-06,9.881638788,0.4214919428,2.032e+20
2916,0.0325,-0.0325,0.0075,1.25e-07,1944.363658,-1.259118431,0.2705719205,297.9724907,299.6696554,298.6513566,0.4180438741,1.01616e+20,4.87279648e-06,12.702,0.009474488387,-6.13542786e-06,1.318441902e-06,9.8379953,0.4204249306,2.03232e+20
2917,0.0375,-0.0325,0.0075,1.25e-07,1945.809011,0.3029729225,-1.920315155,300.0590438,299.4564801,299.8180183,0.4231586074,1.02144e+20,4.89687184e-06,12.768,0.00952837735,1.483619572e-06,-9.403537207e-06,9.904948418,0.4223088413,2.04288e+20
2918,0.0425,-0.0325,0.0075,1.25e-07,1947.338893,-3.448176953,-1.130687167,302.8023452,298.8497725,301.2213161,0.4271611318,1.02176e+20,4.89730064e-06,12.772,0.009536704005,-1.68867592e-05,-5.537314985e-06,9.926371251,0.4215852654,2.04352e+20
2919,0.0475,-0.0325,0.0075,1.25e-07,1948.544944,-3.922039567,-2.01130267,299.1958165,300.6538108,299.7790142,0.4189339835,1.01416e+20,4.85888896e-06,12.677,0.009467763515,-1.905675475e-05,-9.772696341e-06,9.852629536,0.4209754671,2.02832e+20
2920,-0.0475,-0.0275,0.0075,1.25e-07,1946.548879,-0.4587401312,-4.42038172,295.4292061,297.6091995,296.3012035,0.4126484225,1.01168e+20,4.849952e-06,12.646,0.009440668631,-2.224867617e-06,-2.143863916e-05,9.807381999,0.4156933848,2.02336e+20
2921,-0.0425,-0.0275,0.0075,1.25e-07,1952.568,-2.270859828,-5.109108494,293.4499989,299.371011,295.8184037,0.4126389451,1.01848e+20,4.8818368e-06,12.731,0.009532118316,-1.108596708e-05,-2.494183386e-05,9.925089317,0.4209648616,2.03696e+20
2922,-0.0375,-0.0275,0.0075,1.25e-07,1951.927084,-5.28945465,-5.986260774,290.9260331,301.1705264,295.0238304,0.4111142361,1.02352e+20,4.90627904e-06,12.794,0.009576698941,-2.595154048e-05,-2.937026576e-05,9.963336917,0.4255909641,2.04704e+20
2923,-0.0325,-0.0275,0.0075,1.25e-07,1951.154917,-4.51730139,-5.563403306,291.6753662,296.6832397,293.6785156,0.4146537776,1.02968e+20,4.93836544e-06,12.871,0.009635516012,-2.230808506e-05,-2.747411861e-05,10.0222997,0.4217731093,2.05936e+20
2924,-0.0275,-0.0275,0.0075,1.25e-07,1951.912466,-4.309119507,0.4203211581,291.7868147,298.59382,294.5096168,0.4064650507,1.00896e+20,4.83820432e-06,12.612,0.009443751323,-2.084840061e-05,2.033599643e-06,9.826430887,0.4159473494,2.01792e+20
2925,-0.0225,-0.0275,0.0075,1.25e-07,1953.745813,-5.195892653,0.06569043473,294.5852281,294.6669604,294.617921,0.4104609109,1.0092e+20,4.84350416e-06,12.615,0.009462975974,-2.516632768e-05,3.181718939e-07,9.859881602,0.4105747927,2.0184e+20
2926,-0.0175,-0.0275,0.0075,1.25e-07,1950.850479,2.278009049,-2.971070957,296.6104262,291.8657802,294.7125678,0.40830302,9.9704e+19,4.78886672e-06,12.463,0.009342362934,1.090908172e-05,-1.422806283e-05,9.725264693,0.4017717146,1.99408e+20
2927,-0.0125,-0.0275,0.0075,1.25e-07,1952.371438,-0.1817661217,-0.07465911149,298.6125066,297.0904433,298.0036813,0.4172267095,1.012e+20,4.85853664e-06,12.65,0.009485668166,-8.831173621e-07,-3.627340287e-07,9.885613956,0.4151000556,2.024e+20
2928,-0.0075,-0.0275,0.0075,1.25e-07,1953.723584,6.374750078,-0.3759865498,302.030883,298.8331399,300.7517857,0.4238377212,1.0164e+20,4.88016176e-06,12.705,0.009534487124,3.110981156e-05,-1.834875183e-06,9.949732262,0.4193503518,2.0328e+20
2929,-0.0025,-0.0275,0.0075,1.25e-07,1950.808892,4.884155479,1.035096718,302.6237276,301.0085517,301.9776572,0.4319898173,1.03392e+20,4.96072944e-06,12.924,0.009677435102,2.422897387e-05,5.13483476e-06,10.08745978,0.4296841835,2.06784e+20
2930,0.0025,-0.0275,0.0075,1.25e-07,1947.93354,4.751431506,-0.3872565243,299.3176954,301.2892674,300.1063242,0.4281631435,1.03608e+20,4.97283888e-06,12.951,0.009686759645,2.362810333e-05,-1.925764301e-06,10.07688323,0.430983406,2.07216e+20
2931,0.0075,-0.0275,0.0075,1.25e-07,1950.578055,0.6936440785,1.071984005,300.0536528,304.5243928,301.8419488,0.4293153285,1.03632e+20,4.97051248e-06,12.954,0.009695372565,3.447766549e-06,5.328309874e-06,10.09976752,0.435712042,2.07264e+20
2932,0.0125,-0.0275,0.0075,1.25e-07,1945.751553,-5.030572,-1.298552286,298.6747448,303.4250827,300.5748799,0.4291568008,1.04072e+20,4.99044288e-06,13.009,0.009710161982,-2.510478222e-05,-6.480351011e-06,10.09058393,0.4359824192,2.08144e+20
2933,0.0175,-0.0275,0.0075,1.25e-07,1949.183115,0.7857686895,-6.135184187,300.9578653,302.5450534,301.5927406,0.4277170699,1.02936e+20,4.93502384e-06,12.867,0.009619265139,3.877787216e-06,-3.027728022e-05,10.0165246,0.4299727592,2.05872e+20
2934,0.0225,-0.0275,0.0075,1.25e-07,1950.277023,1.424130934,-5.105128845,300.240937,297.4976421,299.143619,0.4265986948,1.02912e+20,4.93480816e-06,12.864,0.009624242969,7.027812952e-06,-2.519283148e-05,10.02493732,0.4227008718,2.05824e+20
2935,0.0275,-0.0275,0.0075,1.25e-07,1950.742686,-1.095972056,0.6801220256,298.8708445,300.0160023,299.3289076,0.4190071318,1.01544e+20,4.8706136e-06,12.693,0.009501313858,-5.338056403e-06,3.312611588e-06,9.895824008,0.4206126055,2.03088e+20
2936,0.0325,-0.0275,0.0075,1.25e-07,1950.333584,-4.742102774,-3.813943274,297.8793492,299.2310619,298.4200343,0.4116948413,1.00104e+20,4.80492464e-06,12.513,0.009371205894,-2.278544646e-05,-1.832571001e-05,9.756120023,0.4135630243,2.00208e+20
2937,0.0375,-0.0275,0.0075,1.25e-07,1952.683955,-3.274286102,-3.660830031,294.5586085,304.9213163,298.7036916,0.4048604059,9.9552e+19,4.7777208e-06,12.444,0.00932937875,-1.564362481e-05,-1.749042378e-05,9.716012334,0.4191035819,1.99104e+20
2938,0.0425,-0.0275,0.0075,1.25e-07,1948.507143,-2.293208158,-4.130992375,295.734184,303.0494417,298.6602871,0.4086320454,1.0008e+20,4.80216688e-06,12.51,0.009357056469,-1.101236827e-05,-1.983771477e-05,9.729147355,0.4187399359,2.0016e+20
2939,0.0475,-0.0275,0.0075,1.25e-07,1946.675988,0.5258248309,-2.646986211,295.0702486,300.134969,297.0961367,0.4131899543,1.01424e+20,4.86784048e-06,12.678,0.009476108175,2.559631397e-06,-1.288510663e-05,9.843258779,0.4202821353,2.02848e+20
2940,-0.0475,-0.0225,0.0075,1.25e-07,1946.129502,2.054030066,-2.288403225,298.5522921,294.3117415,296.8560719,0.4123940763,1.00048e+20,4.80306208e-06,12.506,0.009347380813,9.86563392e-06,-1.099134275e-05,9.714220605,0.4065365499,2.00096e+20
2941,-0.0425,-0.0225,0.0075,1.25e-07,1949.215166,4.728343989,-0.4709522011,301.3962393,293.7675309,298.3447559,0.4233798979,1.01744e+20,4.88568624e-06,12.718,0.009523253717,2.310120517e-05,-2.300924689e-06,9.916560294,0.4126636336,2.03488e+20
2942,-0.0375,-0.0225,0.0075,1.25e-07,1949.622095,6.555637937,-2.460445593,301.8103445,294.1591281,298.7498579,0.4214614367,1.01144e+20,4.85508528e-06,12.643,0.009465581537,3.182818125e-05,-1.194567318e-05,9.859464633,0.4107769366,2.02288e+20
2943,-0.0325,-0.0225,0.0075,1.25e-07,1951.625562,5.441713505,-2.41671906,299.5365815,293.0304231,296.9341182,0.4123972268,9.972e+19,4.7836792e-06,12.465,0.009335950606,2.603141171e-05,-1.15608087e-05,9.728820561,0.4034396509,1.9944e+20
2944,-0.0275,-0.0225,0.0075,1.25e-07,1952.608808,1.438671378,-0.9444253977,293.8531646,297.2510935,295.2123362,0.4042802782,9.9648e+19,4.77932496e-06,12.456,0.009332152014,6.875878028e-06,-4.513715876e-06,9.717448607,0.4089551153,1.99296e+20
2945,-0.0225,-0.0225,0.0075,1.25e-07,1951.200558,4.57076602,-2.654995964,292.9255546,299.4863225,295.5498618,0.4003186819,9.8984e+19,4.74765456e-06,12.373,0.009263626225,2.170041814e-05,-1.26050037e-05,9.638140679,0.4092847755,1.97968e+20
2946,-0.0175,-0.0225,0.0075,1.25e-07,1948.297559,-1.54667399,-1.061668002,296.2403977,304.4398476,299.5201777,0.3968977776,9.704e+19,4.65466352e-06,12.13,0.009068669574,-7.199247e-06,-4.941707321e-06,9.429588255,0.4078832593,1.9408e+20
2947,-0.0125,-0.0225,0.0075,1.25e-07,1948.613659,0.6022859435,2.402284391,296.3710891,298.1263096,297.0731773,0.4034888925,9.8608e+19,4.73032944e-06,12.326,0.009217584557,2.84901093e-06,1.136359658e-05,9.58600343,0.4058785048,1.97216e+20
2948,-0.0075,-0.0225,0.0075,1.25e-07,1950.357571,0.4388331038,-3.043993322,293.1998672,292.500184,292.9199939,0.4031871711,9.96e+19,4.78032352e-06,12.45,0.009323340169,2.097764208e-06,-1.455127287e-05,9.696726907,0.4022250175,1.992e+20
2949,-0.0025,-0.0225,0.0075,1.25e-07,1948.8648,3.111285236,-6.064332499,294.7136857,293.4176532,294.1952727,0.4050084507,9.9536e+19,4.77888336e-06,12.442,0.009313397565,1.486846924e-05,-2.898073767e-05,9.682900022,0.4032273861,1.99072e+20
2950,0.0025,-0.0225,0.0075,1.25e-07,1946.812669,3.833617458,-2.757248868,301.0575079,292.9810054,297.8269069,0.4200111131,1.01048e+20,4.85051536e-06,12.631,0.009443044752,1.859502036e-05,-1.337407798e-05,9.821990327,0.4087434294,2.02096e+20
2951,0.0075,-0.0225,0.0075,1.25e-07,1948.644651,6.734743865,-4.836807099,302.5538309,294.5096306,299.3361508,0.4248054939,1.01696e+20,4.88239504e-06,12.712,0.009514052977,3.288168004e-05,-2.361520299e-05,9.907130297,0.4135109072,2.03392e+20
2952,0.0125,-0.0225,0.0075,1.25e-07,1952.754169,7.440741921,-3.235046886,298.562251,291.9570383,295.9201659,0.4129684381,1.00184e+20,4.8097568e-06,12.523,0.009392272645,3.578815905e-05,-1.555978876e-05,9.790010755,0.4038321715,2.00368e+20
2953,0.0175,-0.0225,0.0075,1.25e-07,1951.527934,2.290775609,-4.803654864,301.0697149,293.1650381,297.9078442,0.4214913085,1.014e+20,4.868684e-06,12.675,0.009501372825,1.115306255e-05,-2.338747758e-05,9.903403148,0.4104249262,2.028e+20
2954,0.0225,-0.0225,0.0075,1.25e-07,1950.423388,1.881067438,-4.187980465,300.9077123,296.3228173,299.0737543,0.4309029072,1.0372e+20,4.98233664e-06,12.965,0.009717665909,9.372111218e-06,-2.086592852e-05,10.1231883,0.4243372909,2.0744e+20
2955,0.0275,-0.0225,0.0075,1.25e-07,1949.28961,3.752125837,-5.856719713,296.909956,296.4988024,296.7454946,0.4180617168,1.01984e+20,4.8982232e-06,12.748,0.009548055592,1.837874983e-05,-2.868752038e-05,9.933173845,0.4174827952,2.03968e+20
2956,0.0325,-0.0225,0.0075,1.25e-07,1948.377062,4.371394653,-1.51812169,298.0284184,300.7118791,299.1018027,0.412657978,1.00288e+20,4.8161816e-06,12.536,0.009383737758,2.105343049e-05,-7.311549749e-06,9.760568237,0.4163735681,2.00576e+20
2957,0.0375,-0.0225,0.0075,1.25e-07,1946.082451,1.055475912,-0.8766157148,302.7353994,299.0799695,301.2732274,0.4255954317,1.01824e+20,4.89099504e-06,12.728,0.009518279617,5.162327451e-06,-4.287523113e-06,9.900076215,0.4204565075,2.03648e+20
2958,0.0425,-0.0225,0.0075,1.25e-07,1942.069326,-5.551495654,-0.553638277,302.2106016,300.3322795,301.4592728,0.416412573,9.98e+19,4.79619056e-06,12.475,0.009314534567,-2.662603105e-05,-2.655354678e-06,9.669429436,0.4138244542,1.996e+20
2959,0.0475,-0.0225,0.0075,1.25e-07,1942.438627,-5.78162028,-1.736493697,299.3690599,297.824667,298.7513028,0.4112738061,9.9504e+19,4.77909008e-06,12.438,0.009283089171,-2.763088413e-05,-8.298859803e-06,9.63291328,0.4091521161,1.99008e+20
2960,-0.0475,-0.0175,0.0075,1.25e-07,1956.6497,-1.623264431,-0.7497757621,306.5708682,296.2808521,302.4548618,0.4086050979,9.6536e+19,4.641184e-06,12.067,0.009081171281,-7.533868905e-06,-3.47984727e-06,9.497250598,0.3948903146,1.93072e+20
2961,-0.0425,-0.0175,0.0075,1.25e-07,1952.822884,2.969850162,-2.078828722,304.0936275,298.6704418,301.9243532,0.410173595,9.7696e+19,4.69814272e-06,12.212,0.009174640614,1.395277992e-05,-9.766634024e-06,9.573515333,0.4028585861,1.95392e+20
2962,-0.0375,-0.0175,0.0075,1.25e-07,1952.085316,6.030090972,-1.701127454,308.2927422,297.4826683,303.9687126,0.4232948175,9.9448e+19,4.77966368e-06,12.431,0.009330311283,2.882180681e-05,-8.130817107e-06,9.741817864,0.4084522746,1.98896e+20
2963,-0.0325,-0.0175,0.0075,1.25e-07,1949.377329,7.158308288,-2.940847381,305.9758654,294.6475966,301.4445579,0.4195391529,9.9312e+19,4.77514032e-06,12.414,0.009308550284,3.418192653e-05,-1.40429589e-05,9.702390166,0.4040063845,1.98624e+20
2964,-0.0275,-0.0175,0.0075,1.25e-07,1949.547018,3.552346858,-0.8575017573,305.0433472,294.2414034,300.7225697,0.4163737413,9.8864e+19,4.7512896e-06,12.358,0.009262862474,1.687822868e-05,-4.074239182e-06,9.653785296,0.4016294573,1.97728e+20
2965,-0.0225,-0.0175,0.0075,1.25e-07,1950.296442,5.543414584,0.9822297712,302.7495289,301.3860776,302.2041484,0.4156503867,9.944e+19,4.78162192e-06,12.43,0.009325580216,2.650651269e-05,4.696651404e-06,9.717374311,0.4137784793,1.9888e+20
2966,-0.0175,-0.0175,0.0075,1.25e-07,1950.797685,3.410583065,2.677786,301.6429459,301.653426,301.647138,0.413298212,9.924e+19,4.76856176e-06,12.405,0.009302499242,1.626357598e-05,1.276918792e-05,9.693639141,0.4133125713,1.9848e+20
2967,-0.0125,-0.0175,0.0075,1.25e-07,1950.12267,-0.5561976045,1.444616218,302.2781807,303.7321795,302.8597802,0.4189429572,1.00384e+20,4.82022192e-06,12.548,0.009400024041,-2.680995885e-06,6.963370759e-06,9.794020202,0.4209581294,2.00768e+20
2968,-0.0075,-0.0175,0.0075,1.25e-07,1953.122723,-0.3870974626,-2.61348084,302.0350679,300.8472064,301.5599233,0.4152032561,9.9568e+19,4.7827016e-06,12.446,0.00934120317,-1.851371654e-06,-1.2499499e-05,9.74507966,0.41357032,1.99136e+20
2969,-0.0025,-0.0175,0.0075,1.25e-07,1952.610259,1.31440469,-2.800288695,296.9601383,301.8933341,298.9334166,0.4080300244,9.952e+19,4.7796752e-06,12.44,0.009332842832,6.282427501e-06,-1.338447043e-05,9.723770238,0.4148083484,1.9904e+20
2970,0.0025,-0.0175,0.0075,1.25e-07,1952.952302,0.3189787432,-1.514077766,296.9189362,300.7666683,298.4580291,0.4031525042,9.8344e+19,4.72303168e-06,12.293,0.009223855592,1.50654671e-06,-7.151037254e-06,9.611609417,0.4083769027,1.96688e+20
2971,0.0075,-0.0175,0.0075,1.25e-07,1949.152556,-1.052647439,-4.00912278,302.6478997,298.5860751,301.0231699,0.4158451388,9.952e+19,4.77919856e-06,12.44,0.009315387087,-5.030811124e-06,-1.916039382e-05,9.702364038,0.4102640989,1.9904e+20
2972,0.0125,-0.0175,0.0075,1.25e-07,1947.861351,0.08715735481,-4.98786987,300.2982904,301.0674477,300.6059533,0.4194162739,1.0116e+20,4.86064864e-06,12.645,0.009467869624,4.236412781e-07,-2.42442829e-05,9.850233549,0.4204905294,2.0232e+20
2973,0.0175,-0.0175,0.0075,1.25e-07,1950.80017,3.384351753,-5.605015826,300.6091694,303.8486578,301.9049648,0.4199168737,1.01176e+20,4.85742064e-06,12.647,0.009475857008,1.643922006e-05,-2.722591956e-05,9.872731159,0.4244420712,2.02352e+20
2974,0.0225,-0.0175,0.0075,1.25e-07,1949.237306,4.344227877,-2.260190809,304.6703853,300.2681758,302.9095015,0.4290223793,1.01992e+20,4.89679456e-06,12.749,0.009545014634,2.127279143e-05,-1.106769006e-05,9.946341587,0.4228233969,2.03984e+20
2975,0.0275,-0.0175,0.0075,1.25e-07,1948.679462,3.384439574,-3.993654524,308.8026815,297.659596,304.3454473,0.4329653498,1.01552e+20,4.8712504e-06,12.694,0.009492505608,1.648645263e-05,-1.94540912e-05,9.898440129,0.4173418782,2.03104e+20
2976,0.0325,-0.0175,0.0075,1.25e-07,1946.77672,2.734095448,-8.588716561,307.3930045,298.3806472,303.7880616,0.4270504211,1.00624e+20,4.82507968e-06,12.578,0.009393352794,1.319222839e-05,-4.144124176e-05,9.784151902,0.4145298662,2.01248e+20
2977,0.0375,-0.0175,0.0075,1.25e-07,1952.092406,5.835447582,-10.01159312,307.3747432,300.4039286,304.5864174,0.4168060546,9.8216e+19,4.7092416e-06,12.277,0.009192874764,2.748053251e-05,-4.714701078e-05,9.598195778,0.4073534961,1.96432e+20
2978,0.0425,-0.0175,0.0075,1.25e-07,1956.337695,7.193422564,-5.118309799,305.3761475,300.8144248,303.5514584,0.4127467442,9.7896e+19,4.69849248e-06,12.237,0.009191837947,3.379824182e-05,-2.40483401e-05,9.610472752,0.4065811147,1.95792e+20
2979,0.0475,-0.0175,0.0075,1.25e-07,1954.606471,2.856304888,-3.630955651,305.0871995,300.8636591,303.3977833,0.4093908226,9.7192e+19,4.6698344e-06,12.149,0.009127688539,1.333847083e-05,-1.69559616e-05,9.53465561,0.4037233324,1.94384e+20
2980,-0.0475,-0.0125,0.0075,1.25e-07,1948.089107,10.99329544,-4.537162386,301.4513767,297.1171623,299.717691,0.4211932294,1.012e+20,4.86245568e-06,12.65,0.009472496942,5.345441184e-05,-2.206175101e-05,9.858767767,0.4151373879,2.024e+20
2981,-0.0425,-0.0125,0.0075,1.25e-07,1950.064175,0.1870356739,-2.567946576,304.3209123,298.3054355,301.9147216,0.4216732459,1.0036e+20,4.82281312e-06,12.545,0.009404795087,9.02038102e-07,-1.238472644e-05,9.80250284,0.413338079,2.0072e+20
2982,-0.0375,-0.0125,0.0075,1.25e-07,1952.102216,-1.654374356,-7.009811018,299.1343109,294.9897679,297.4764937,0.4132971463,1.00072e+20,4.80280112e-06,12.509,0.009375558709,-7.945631009e-06,-3.366672821e-05,9.771094755,0.4075708629,2.00144e+20
2983,-0.0325,-0.0125,0.0075,1.25e-07,1953.702794,2.359060713,-5.635380498,305.9345012,299.3678537,303.3078422,0.4218478118,9.9872e+19,4.7955136e-06,12.484,0.00936900832,1.131290773e-05,-2.702454382e-05,9.784990074,0.4127931747,1.99744e+20
2984,-0.0275,-0.0125,0.0075,1.25e-07,1950.877813,2.3516331,-4.304654478,306.8662019,298.4449409,303.4976975,0.427437054,1.00888e+20,4.8419632e-06,12.611,0.009446078578,1.138652093e-05,-2.084297857e-05,9.855286389,0.4157069939,2.01776e+20
